違規案件編號,處分日期,案件狀態,地籍_區,地籍_段,地籍_小段,地籍_地號,違規面積_平方公尺,違規類別,暫停開發兩年,暫停開發到期日,罰鍰金額
EA10605001,2017/5/12,續予處分,士林,新安,三,307,92,未經申請開挖整地,,,60000
EA10308001_1,2017/6/3,續予處分,北投,崇仰,二,;499;,7509,未依核定計畫施工,,,300000
EA10606001,2017/6/12,結案,內湖,大湖,三,284,116,未經申請開挖整地,是,2019/6/14,60000
EA10605002,2017/6/14,結案,北投,新民,二,111,32,未依核定計畫施工,,,60000
EA10604001_1,2017/6/16,結案,士林,新安,五,;466;,955,未依技術規範實施,,,80000
EA10308001_2,2017/6/30,結案,北投,崇仰,二,499,290,未依規定期限改正,,,80000
EA10606002,2017/7/4,結案,北投,行義,二,358,6,未依核定計畫施工,,,60000
EA10606003,2017/7/5,結案,士林,平等,三,616,42,未經申請開挖整地,,,60000
EA10607001,2017/7/20,續予處分,大安,辛亥,四,558,93,未經申請開挖整地,,,60000
EA10608001,2017/8/15,結案,北投,大屯,二,283,135,未經申請開挖整地,,,60000
AF10608001,2017/8/15,續予處分,大安,辛亥,四,;559;,44,未依技術規範實施,,,0
EA10608002,2017/8/18,結案,士林,華岡,五,162,154.18,未經申請開挖闢路,,,60000
EA10608003,2017/9/4,結案,士林,平等,三,333,1644,未經申請開挖整地,,,100000
EA10608004,2017/9/7,續予處分,士林,新安,五,579,220,未經申請開挖整地,,,60000
EA10607001_1,2017/9/7,結案,大安,辛亥,四,558-1,137,未依規定期限改正,,,60000
EA10609001,2017/9/15,結案,士林,溪山,三,258-1,450,未經申請開挖闢路,是,2019/9/18,60000
EA10609002,2017/9/26,結案,士林,天玉,一,934-1,166,未依核定計畫施工,,,60000
FA10608001,2017/9/27,結案,內湖,西湖,二,438,365,未經申請開挖闢路,,,60000
EA10609004,2017/10/13,結案,士林,華岡,四,611,6,未經申請開挖闢路,,,60000
EA10507001_3,2017/10/13,續予處分,士林,翠山,二,609,492,未依規定期限改正,,,80000
EA10609003,2017/10/13,結案,士林,溪山,一,;624;,410,未經申請開挖整地,,,60000
EA10610001,2017/11/1,結案,文山,興安,一,360-4,106,未經申請開挖闢路,,,60000
EA10611001,2017/11/22,結案,內湖,石潭,一,;252;,992,未經申請開挖整地,,,80000
EA10610002,2017/11/23,結案,北投,泉源,三,166-21,45,未經申請開挖整地,,,60000
EA10611002,2017/11/24,續予處分,士林,華岡,四,;615;,2141,未經申請開挖整地,,,150000
FA10610001,2017/11/27,續予處分,文山,草湳,三,48,328,未經申請開挖闢路,,,60000
EA10611003,2017/12/14,結案,北投,泉源,二,;56;,50,未經申請開挖整地,,,60000
EA10507001_4,2017/12/14,續予處分,士林,翠山,二,618,492,未依技術規範實施,,,100000
EA10611004,2017/12/19,續予處分,士林,天玉,一,45687,880,未經申請開挖闢路,,,80000
FA10610001_1,2018/1/8,結案,文山,草湳,三,49,328,未依規定期限改正,,,80000
EA10612001,2018/1/10,結案,文山,博嘉,三,529,15,未依核定計畫施工,,,60000
EA10612002,2018/1/12,續予處分,北投,泉源,三,;178;,200,未經申請開挖整地,,,60000
EA10507001_5,2018/1/23,結案,士林,翠山,二,618,492,未依技術規範實施,,,150000
EA10701001,2018/1/26,續予處分,北投,泉源,三,;178;,484,未經申請開挖闢路,是,2020/1/29,80000
EA10610003,2018/2/2,結案,文山,華興,四,1023-27,9,未依技術規範實施,,,60000
EA10611005,2018/2/14,結案,文山,政大,一,132,3,未依規定期限改正,,,60000
EA10611002_1,2018/2/23,結案,士林,華岡,四,604-1,2142,未依規定期限改正,,,300000
EA10702001,2018/3/6,結案,信義,永春,三,33,110,未經申請開挖整地,,,60000
EA10610005,2018/3/6,結案,北投,秀山,三,82,236,未經申請開挖整地,,,60000
EA10702002,2018/3/8,結案,士林,新安,四,124-5,464,未依核定計畫施工,,,60000
EA10605001_1,2018/3/9,結案,士林,新安,三,307,92,未依規定期限改正,,,80000
EA10612002_1,2018/3/9,結案,北投,泉源,三,178,468,未依規定期限改正,是,2020/3/13,100000
EA10702003,2018/3/12,結案,北投,桃源,三,160,708,未依核定計畫施工,,,80000
EA10703001,2018/3/28,結案,士林,華岡,四,210-1,1336,未依核定計畫施工,,,100000
EA10703002,2018/4/26,結案,士林,福林,二,15,12,未經申請開挖整地,,,60000
FA10704001,2018/5/1,續予處分,士林,芝蘭,三,224,2184,未經申請開挖整地,,,150000
EA10704001,2018/5/8,結案,北投,崇仰,二,196,127,未依核定計畫施工,,,60000
EA10704002,2018/5/22,結案,北投,大屯,三,346-3,624,未經申請開挖闢路,,,80000
EA10705001,2018/6/6,結案,士林,新安,四,224,40,未依技術規範實施,,,60000
EA10611004_1,2018/6/6,結案,士林,天玉,一,45687,880,未依規定期限改正,,,100000
EA10705002,2018/6/7,結案,內湖,碧山,二,306,84,未經申請開挖整地,,,60000
FA10704001_1,2018/6/11,結案,士林,芝蘭,三,224,2184,未依規定期限改正,,,200000
EA10706001,2018/6/19,結案,中山,北安,一,23408,82,未經申請開挖整地,,,60000
EA10706002,2018/6/27,結案,內湖,康寧,一,315,18,未依核定計畫施工,,,60000
EA10707001,2018/8/3,結案,北投,大屯,二,250,756,未經申請開挖闢路,,,80000
EA10707002,2018/8/10,結案,內湖,大湖,三,62,333,未經申請開挖闢路,,,60000
FA10707001,2018/8/17,結案,內湖,康寧,二,200,968,未經申請開挖闢路,,,80000
EA10708002,2018/8/21,結案,北投,泉源,三,178,481,未經申請開挖整地,是,2020/8/23,150000
EA10708003,2018/9/28,結案,士林,至善,二,229-4,300,未經申請開挖整地,,,60000
EA10709001,2018/10/3,結案,士林,芝蘭,二,222,452,未經申請開挖闢路,,,60000
EA10710002,2018/10/29,結案,內湖,康寧,二,120-2,45,未經申請開挖闢路,,,80000
EA10710001,2018/10/30,結案,內湖,文德,三,32203,167,未依核定計畫施工,,,60000
EA10711001,2018/11/6,結案,北投,湖山,三,897-13,18,未經申請開挖闢路,,,60000
EA10711002,2018/11/14,結案,士林,至善,四,751-2,25,未經申請開挖整地,,,60000
EA10711003,2018/11/26,結案,北投,行義,一,54,6,未依核定計畫施工,,,60000
EA10712001,2018/12/11,結案,內湖,文德,三,336-14,219,未依核定計畫施工,,,60000
EA10608004_1,2018/12/28,續予處分,士林,新安,五,579,220,未依技術規範實施,,,60000
FA10711001,2019/1/2,續予處分,士林,平等,二,22068,59,未經申請開挖整地,是,2021/1/16,200000
EA10801001,2019/1/10,結案,北投,泉源,四,744-1,337,未經申請開挖闢路,,,60000
FA10711001_1,2019/1/25,結案,士林,平等,二,60,59,未經申請開挖整地,,,300000
EA10608004_2,2019/1/29,結案,士林,新安,五,579,220,未依技術規範實施,,,80000
EA10708002_1,2019/2/14,無改正事項,北投,泉源,三,178,481,堆積土石,,,60000
EA10802001,2019/3/7,續予處分,北投,泉源,四,771,2953,未經申請開挖整地,,,150000
EA10803001,2019/3/12,結案,北投,崇仰,一,471,148,未經申請開挖整地,,,60000
AF10803002,2019/3/15,續予處分,士林,平等,二,163,105,未依技術規範實施,,,0
EA10803002,2019/3/22,結案,中山,北安,四,112,245,未經申請開挖闢路,,,60000
EA10803003,2019/4/1,結案,士林,芝蘭,二,222,47,未經申請開挖闢路,是,2021/4/8,80000
EA10802001_1,2019/4/15,結案,北投,泉源,四,771,98,未依規定期限改正,,,80000
EA10804001,2019/4/19,結案,士林,華岡,四,605,10,未經申請開挖闢路,是,2021/4/24,60000
EA10804002,2019/4/23,結案,士林,平等,二,163,105,未依技術規範實施,,,100000
EA10804003,2019/4/24,結案,士林,天玉,二,297,172,未經申請開挖整地,,,60000
EA10805001,2019/5/29,續予處分,內湖,東湖,六,531-1,115,未經申請開挖整地,,,60000
EA10805002,2019/5/30,續予處分,內湖,大湖,一,218,3800,未經申請開挖整地,,,200000
EA10805003,2019/6/10,續予處分,信義,犁和,一,505,400,未經申請開挖闢路,,,60000
EA10806001,2019/6/11,結案,士林,華岡,五,162,943,未經申請開挖闢路,,,80000
EA10805002_1,2019/7/10,結案,內湖,大湖,一,217,3800,未經申請開挖整地,,,300000
EA10805003_1,2019/7/18,結案,信義,犁和,一,504,400,未經申請開挖闢路,,,80000
HA10807001,2019/7/30,結案,北投,崇仰,三,230-1,370,未依核定計畫施工,,,60000
EA10809001,2019/9/10,結案,內湖,碧山,一,312-1,255,未依核定計畫施工,,,60000
EA10809002,2019/10/2,續予處分,北投,行義,一,511,45,未依核定計畫施工,,,60000
EA10810001,2019/10/8,結案,北投,湖田,一,338,187,未經申請開挖整地,,,60000
EA10810002,2019/10/30,結案,北投,秀山,三,295-2,50,未經申請開挖闢路,,,60000
FA10810001,2019/11/4,結案,士林,新安,五,158,46,未經申請開挖整地,,,60000
EA10811001,2019/11/7,續予處分,北投,大屯,二,215,184,未經申請開挖整地,,,60000
EA10809002_1,2019/12/2,結案,北投,行義,一,511,45,未依規定期限改正,,,80000
EA10811002,2019/12/4,結案,南港,麗山,四,235,12,未依核定計畫施工,,,60000
EA10812001,2019/12/6,結案,內湖,康寧,二,11355,97,未經申請開挖整地,,,60000
EA10805001_1,2019/12/16,結案,內湖,東湖,六,531-1,115,未經申請開挖整地,,,80000
EA10811001_1,2019/12/17,結案,北投,大屯,二,214,184,未經申請開挖整地,,,80000
EA10812002,2019/12/24,結案,內湖,碧山,三,176,75,未經申請開挖整地,,,60000
EA10812003,2019/12/26,結案,北投,崇仰,一,465,640,未經申請開挖闢路,是,2021/12/27,80000
EA10901001,2020/1/15,結案,士林,溪山,二,516-4,63,未經申請開挖整地,,,60000
EA10901002,2020/1/16,結案,士林,芝蘭,二,438,770,未經申請開挖整地,,,80000
EA10903001,2020/3/20,結案,北投,崇仰,四,666-2,1880,未經申請開挖整地,,,100000
EA10903002,2020/3/27,結案,北投,泉源,四,728-1,108,未依核定計畫施工,,,60000
EA10903003,2020/3/30,結案,北投,新民,四,222,300,未依核定計畫施工,,,60000
EA10904002,2020/4/21,結案,北投,秀山,三,316,100,未依核定計畫施工,,,60000
EA10905001,2020/5/27,續予處分,士林,至善,一,478,72,未經申請開挖整地,,,60000
EA10906001,2020/6/18,結案,南港,麗山,二,258,883,未經申請開挖闢路,,,80000
EA10906002,2020/7/3,結案,文山,指南,二,163,218,未依核定計畫施工,,,60000
EA10905001_1,2020/7/6,結案,士林,至善,一,479,72,未經申請開挖整地,,,80000
EA10906003,2020/7/7,結案,士林,芝蘭,三,117-4,100,未依核定計畫施工,,,60000
EA10907001,2020/7/21,結案,大安,辛亥,五,138,433,未依核定計畫施工,,,60000
EA10908001,2020/8/18,結案,內湖,大湖,一,94,1300,未經申請開挖整地,,,100000
EA10907002,2020/8/27,結案,南港,大豐,三,35,216,未經申請開挖整地,,,60000
EA10908002,2020/9/1,結案,內湖,西湖,二,45686,274,未依核定計畫施工,,,60000
HA10910001,2020/11/4,結案,北投,崇仰,三,227-7,15,未依核定計畫施工,,,60000
EA10911001,2020/11/18,結案,文山,興泰,三,439-3,185,未依核定計畫施工,,,60000
EA10911002,2020/11/18,結案,文山,興泰,三,362,41,未依核定計畫施工,,,60000
EA10911003,2020/11/26,結案,士林,芝蘭,二,222,97,未經申請開挖闢路,是,2022/12/3,60000
EA10911004,2020/12/4,結案,內湖,碧湖,二,505-6,18,未經申請開挖整地,,,60000
EA10912001,2020/12/15,續予處分,南港,麗山,四,336-1,436,未依技術規範實施,,,60000
EA10912002,2021/1/12,結案,北投,泉源,四,316-1,335,未經申請開挖闢路,,,60000
EA10912001_1,2021/1/13,續予處分,南港,麗山,四,393,436,未依規定期限改正,,,80000
HA10912001,2021/1/25,結案,士林,力行,三,251,150,未經申請開挖整地,,,60000
FA11001001,2021/2/1,結案,士林,華岡,二,53,796,未經申請開挖闢路,,,80000
EA10912001_2,2021/3/2,續予處分,南港,麗山,四,355,416,未依規定期限改正,,,100000
EA10912001_3,2021/3/26,結案,南港,麗山,四,336-3,379,未依規定期限改正,,,150000
EA11004001,2021/4/21,結案,士林,芝蘭,四,465,946,未依核定計畫施工,,,80000
EA10805002_2,2021/4/28,無改正事項,內湖,碧山,一,425,3800,未經申請開挖整地,,,300000
EA11004002,2021/4/29,結案,士林,溪山,三,263-1,450,未依技術規範實施,,,60000
HA11005001,2021/5/13,結案,文山,公訓,二,501,99,未依核定計畫施工,,,60000
EA11007001,2021/7/28,結案,士林,新安,四,20121,143,未經申請開挖整地,,,60000
EA11007002,2021/7/29,結案,文山,頭廷,二,34,190,未依核定計畫施工,,,60000
EA11007003,2021/7/29,結案,南港,舊莊,二,320,240,未經申請開挖整地,,,80000
EA11007004,2021/8/2,結案,士林,華岡,一,236,280,未經申請開挖整地,,,60000
EA11009001,2021/9/14,結案,內湖,碧山,二,369,488,未經申請開挖整地,,,60000
FA11009001,2021/9/28,結案,北投,桃源,五,747,400,未經申請開挖整地,,,60000
EA11009002,2021/9/29,續予處分,北投,泉源,三,88,300,未經申請開挖整地,,,60000
EA11010001,2021/10/18,結案,北投,崇仰,二,308,347,未經申請開挖整地,,,60000
HA11010001,2021/11/8,無改正事項,北投,大屯,二,47150,35,未經申請開挖整地,,,60000
EA11011001,2021/12/3,續予處分,北投,關渡,三,284,680,未經申請開挖整地,,,80000
HA11012001,2021/12/14,結案,文山,公訓,二,501,201,未依核定計畫施工,,,60000
EA11011002,2021/12/15,無改正事項,信義,福德,四,137-5,34,未依核定計畫施工,,,60000
EA11012001,2021/12/28,結案,士林,福林,二,15,23,未經申請開挖整地,是,2023/12/29,60000
EA11012002,2022/1/6,結案,士林,至善,七,87,1350,未經申請開挖整地,,,100000
EA11009002_1,2022/1/14,結案,北投,泉源,四,15,258,未依規定期限改正,,,80000
EA11101001,2022/1/21,結案,南港,中南,四,551-2,298,未依核定計畫施工,,,60000
HA11010002,2022/1/22,結案,北投,大屯,二,47150,18,未經申請開挖整地,,,60000
EA11102001,2022/3/8,結案,文山,頭廷,一,348,366,未經申請開挖整地,,,60000
EA11102002,2022/3/15,結案,文山,頭廷,二,118,43,未經申請開挖整地,,,60000
EA11103001,2022/3/21,結案,士林,新安,四,530-1,80,未依核定計畫施工,,,60000
IT11100004,2022/3/21,結案,士林,芝蘭,四,465,300,未依核定計畫施工,,,80000
EA11103002,2022/3/25,結案,文山,頭廷,一,298,279,未經申請開挖闢路,,,60000
EA11104001,2022/4/18,結案,南港,麗山,三,92,136,未經申請開挖整地,,,60000
EA11105001,2022/5/26,結案,士林,溪山,三,633,75,未經申請開挖整地,,,60000
EA11105002,2022/6/2,結案,北投,大屯,一,587,75,未經申請開挖闢路,,,60000
EA11105003,2022/6/6,續予處分,內湖,大湖,一,16469,4600,未經申請開挖闢路,是,2024/6/8,300000
EA11106001,2022/6/13,結案,北投,泉源,四,744-1,260,未經申請開挖闢路,,,60000
EA11011001_1,2022/6/15,結案,北投,關渡,三,285,680,未依規定期限改正,,,100000
HA11106002,2022/6/30,結案,大安,辛亥,五,230-4,584,未依核定計畫施工,,,80000
EA11105003_1,2022/6/30,結案,內湖,大湖,一,16438,4600,未依規定期限改正,,,300000
EA11106002,2022/7/5,結案,南港,舊莊,二,306,79,未經申請開挖整地,是,2024/7/6,60000
EA11107001,2022/7/5,結案,文山,頭廷,二,82,28,未經申請開挖整地,,,60000
EA11107002,2022/7/14,結案,信義,福德,四,139-11,30,未依核定計畫施工,,,60000
EA11108001,2022/8/5,結案,士林,新安,四,103,150,未經申請開挖整地,,,60000
EA11108002,2022/8/12,結案,南港,大豐,二,192-1,144,未依規定期限改正,,,60000
EA11108003,2022/8/31,結案,士林,華岡,四,181-2,469,未經申請開挖闢路,是,2024/9/2,60000
EA11108004,2022/9/2,結案,士林,至善,七,89,650,未經申請開挖整地,是,2024/9/7,80000
EA11111001,2022/11/29,續予處分,南港,麗山,四,336-1,32540,未依技術規範實施,是,2024/12/2,300000
EA11201001,2023/1/30,結案,士林,至善,七,89,575,未經申請開挖整地,是,2025/1/31,80000
EA11202001,2023/2/17,結案,士林,華岡,四,605,120,未經申請開挖闢路,是,2025/2/21,60000
EA11202002,2023/2/22,結案,士林,天玉,一,135,27,未經申請開挖整地,,,60000
EA11202003,2023/3/3,結案,士林,菁山,二,31533,64,未經申請開挖整地,,,60000
EA11111001_1,2023/3/7,續予處分,南港,麗山,四,358-6,32540,未依規定期限改正,,,300000
FA11202001,2023/3/16,結案,內湖,碧山,二,388,375,未經申請開挖闢路,,,60000
EA11111001_2,2023/5/8,續予處分,南港,麗山,四,358,32540,未依規定期限改正,,,300000
EA11205001,2023/6/1,結案,士林,溪山,三,306,32,未依核定計畫施工,,,60000
EA11111001_3,2023/6/8,續予處分,南港,麗山,四,349-1,32540,未依規定期限改正,,,300000
EA11206001,2023/6/12,續予處分,士林,平等,一,417,739,未經申請開挖闢路,,,80000
EA11206002,2023/6/26,結案,內湖,康寧,二,45685,28,未依核定計畫施工,,,60000
EA11111001_4,2023/7/10,續予處分,南港,麗山,四,336-2,32540,未依規定期限改正,,,300000
EA11207001,2023/7/13,結案,士林,福林,二,504-1,5,未經申請開挖整地,,,60000
EA11207002,2023/7/27,結案,內湖,東湖,六,452-2,96,未經申請開挖整地,,,60000
GA11207001,2023/8/2,無改正事項,士林,至善,七,83,150,未經申請開挖整地,,,60000
EA11111001_5,2023/8/10,續予處分,南港,麗山,四,355,32540,未依規定期限改正,,,300000
EA11206001_1,2023/8/21,結案,士林,平等,一,417,739,未依規定期限改正,,,100000
EA11111001_6,2023/9/11,續予處分,南港,麗山,四,317,32540,未依規定期限改正,,,300000
EA11210002,2023/10/6,結案,士林,芝蘭,二,572-2,40,未經申請開挖闢路,,,60000
EA11210001,2023/10/6,結案,士林,芝蘭,二,572-15,9,未經申請開挖闢路,,,60000
EA11210003,2023/10/11,結案,士林,天玉,三,15,217,未經申請開挖整地,,,60000
EA11111001_7,2023/10/11,續予處分,南港,麗山,四,395,32540,未依規定期限改正,,,300000
EA11111001_8,2023/11/10,續予處分,南港,麗山,四,350,32540,未依規定期限改正,,,300000
EA11211001,2023/12/4,結案,內湖,碧山,二,750-3,310,未經申請開挖闢路,,,60000
EA11111001_9,2023/12/11,續予處分,南港,麗山,四,335,32540,未依規定期限改正,,,300000
GA11211001,2023/12/25,結案,內湖,東湖,六,468,591,未經申請開挖整地,,,80000
EA11111001_10,2024/1/9,續予處分,南港,麗山,四,355-1,32540,未依規定期限改正,,,300000
EA11301001,2024/1/18,結案,,,,,160,未經申請開挖整地,,,60000
EA11301002,2024/2/1,結案,,,,,97,開挖整地;;新建擋土牆,,,60000
EA11111001_11,2024/2/17,續予處分,,,,,32540,未依規定期限改正,,,300000
EA11111001_12,2024/3/25,結案,,,,,3250,未依規定期限改正,,,200000
FA11303001,2024/4/16,結案,,,,,152,開挖整地;;新建擋土牆,,,60000
FA10711001_2,2024/4/17,無改正事項,,,,,59,開挖整地,,,60000
HA11304001,2024/4/25,續予處分,,,,,332,開挖整地;;新建擋土牆,,,60000
EA11304001,2024/5/8,結案,,,,,253,未依核定計畫施工,,,60000
EA11305001,2024/5/15,結案,,,,,47,開挖整地,,,60000
HA11304001_1,2024/5/30,結案,,,,,332,未依規定期限改正,,,80000
EA11305002,2024/6/7,結案,,,,,475,開挖整地,,,60000
EA11306001,2024/6/14,結案,,,,,132,開挖整地;;變更已完工水土保持設施,,,60000
EA11306002,2024/6/21,結案,,,,,25,未依核定計畫施工,,,60000
EA11307001,2024/7/22,結案,,,,,93,未依核定計畫施工,,,60000
EA11310001,2024/10/21,結案,,,,,412,開挖整地,,,60000
EA11311001,2024/11/18,結案,,,,,194,開挖整地,,,100000
