違規案件編號,處分日期,案件狀態,地籍_區,地籍_段,地籍_小段,地籍_地號,違規面積_平方公尺,違規類別,暫停開發兩年,暫停開發到期日,罰鍰金額
CA09305010,2004/5/18,結案,北投,湖山,二,460,500,未經申請開挖整地,,,60000
CA09305011,2004/5/20,結案,南港,大豐,一,284,150,未經申請開挖整地,,,60000
CA09305012,2004/5/21,續予處分,士林,天玉,一,594,200,未依規定期限改正,,,300000
CA09305013,2004/5/24,結案,士林,天玉,一,;105;,250,未經申請開挖整地,是,2006/5/24,60000
CA09306004,2004/6/11,結案,文山,興隆,一,;195;,50,未經申請開挖整地,,,60000
CA09306001,2004/6/21,續予處分,士林,平等,一,33635,9000,未依規定期限改正,,,300000
CA09306002,2004/6/25,結案,文山,政大,三,136-6,200,未依規定期限改正,是,2006/6/25,100000
CA09306003,2004/6/28,續予處分,士林,天玉,一,25,700,未經申請開挖整地,是,2006/7/1,80000
CA09307002,2004/7/6,結案,士林,溪山,三,393,200,未經申請開挖整地,,,60000
CA09307001,2004/7/6,結案,信義,福德,四,;221;,36,未經申請開挖整地,是,2006/8/20,60000
CA09307004,2004/7/7,結案,文山,頭廷,四,104,20,未經申請開挖整地,,,60000
CA09307003,2004/7/7,結案,士林,天玉,一,954-5,250,未經申請開挖整地,,,60000
CA09307005,2004/7/9,續予處分,士林,天玉,一,25,700,未依規定期限改正,,,100000
CA09307006,2004/7/14,結案,信義,永春,三,;;144;;,900,未經申請開挖整地,,,80000
CA09307011,2004/7/21,續予處分,士林,天玉,三,;299;,800,未經申請開挖整地,,,80000
CA09307012,2004/7/22,續予處分,士林,天玉,一,;556;,200,未依規定期限改正,,,300000
CA09307014,2004/7/22,續予處分,士林,天玉,一,25,700,未依規定期限改正,,,300000
CA09307017,2004/7/26,結案,內湖,康寧,一,176,7,未依核定計畫施工,,,60000
CA09307016,2004/7/27,結案,士林,溪山,二,;261;,80,未經申請開挖整地,,,60000
CA09308003,2004/8/5,結案,文山,政大,一,6,209,未依核定計畫施工,,,80000
CA09308001,2004/8/6,續予處分,士林,天玉,一,556,50,未依規定期限改正,,,300000
CA09308002,2004/8/9,續予處分,士林,至善,四,208,1100,未依規定期限改正,,,300000
CA09308004,2004/8/10,結案,士林,天玉,一,25,700,未依規定期限改正,,,300000
CA09308005,2004/8/13,結案,士林,溪山,一,591,400,堆積土石,,,60000
CA09309001,2004/8/26,續予處分,士林,天玉,一,;613;,200,未依規定期限改正,,,300000
CA09309002,2004/8/31,結案,文山,指南,四,;15;,120,未經申請開挖整地,,,60000
CA09309003,2004/9/1,結案,北投,泉源,三,;506;,4300,未依規定期限改正,,,300000
CA09309004,2004/9/1,續予處分,士林,至善,七,;191;,200,未經申請開挖整地,是,2006/9/1,60000
CA09309005,2004/9/6,續予處分,士林,天玉,一,;621;,50,未依規定期限改正,,,300000
CA09309006,2004/9/10,續予處分,士林,天玉,一,;621;,300,未依規定期限改正,,,300000
CA09309009,2004/9/14,結案,北投,崇仰,二,;296;,992,未經申請開挖整地,,,80000
CA09309007,2004/9/15,結案,士林,溪山,一,63,24,未經申請開挖整地,是,2006/9/17,60000
CA09309010,2004/9/16,結案,北投,行義,二,;566;,340,未依核定計畫施工,,,60000
CA09309008,2004/9/22,結案,北投,湖山,二,;402;,40,未經申請開挖整地,,,60000
CA09310001,2004/10/5,結案,士林,平等,一,33695,9000,未依規定期限改正,,,300000
CA09310003,2004/10/6,續予處分,士林,天玉,一,;593;,400,未依規定期限改正,,,300000
CA09310002,2004/10/7,結案,士林,至善,七,;;191;192;;,200,未依規定期限改正,,,80000
CA09310004,2004/10/7,結案,北投,泉源,二,;180;,200,未經申請開挖整地,是,2006/10/11,60000
CA09310005,2004/10/7,結案,北投,行義,二,;577;,200,未經申請開挖整地,,,60000
CA09310006,2004/10/8,撤銷,北投,行義,四,;258;,100,未經申請開挖整地,,,60000
CA09310007,2004/10/28,結案,士林,溪山,一,;557;,750,未經申請開挖整地,是,2006/10/28,80000
CA09310008,2004/10/28,結案,士林,溪山,三,263,450,未經申請開挖整地,是,2006/10/28,60000
CA09311001,2004/11/2,續予處分,士林,天玉,三,;299;,800,未依規定期限改正,是,2006/11/2,100000
CA09311002,2004/11/2,續予處分,士林,天玉,一,;593;,300,未依規定期限改正,,,300000
CA09311003,2004/11/2,撤銷,信義,福德,四,;221;,35,未經申請開挖整地,,,60000
CA09311004,2004/11/9,續予處分,士林,天玉,一,;593;,800,未依規定期限改正,,,300000
CA09311006,2004/11/24,續予處分,士林,天玉,一,;635;,900,未依規定期限改正,,,300000
CA09311008,2004/11/25,結案,士林,新安,五,603,1300,未經申請開挖整地,是,2006/11/25,100000
CA09311005,2004/11/29,結案,北投,行義,一,;38;,1200,未依規定期限改正,,,150000
CA09311007,2004/11/29,結案,士林,至善,五,202,1100,未依規定期限改正,,,300000
CA09312003,2004/12/2,續予處分,士林,天玉,一,;635;,1000,未依規定期限改正,,,300000
CA09312002,2004/12/7,結案,北投,行義,一,67,400,未依規定期限改正,,,150000
CA09312001,2004/12/13,結案,信義,福德,四,;231;,35,未經申請開挖整地,,,60000
CA09312008,2004/12/23,結案,南港,麗山,一,;117;,0,未依核定計畫施工,,,60000
CA09312004,2004/12/24,續予處分,士林,天玉,一,;639;,10,未依規定期限改正,,,300000
CA09312006,2004/12/24,續予處分,文山,老泉,四,;569;,15000,未經申請開挖整地,,,300000
CA09312005,2004/12/27,結案,士林,溪山,三,;40;,100,未經申請開挖整地,,,60000
CA09312007,2004/12/31,結案,信義,吳興,二,;648-1;,80,未經申請開挖整地,是,2007/1/4,60000
CA09401001,2005/1/3,結案,士林,新安,三,79,1750,未經申請開挖整地,是,2007/1/3,100000
CA09401002,2005/1/11,結案,士林,溪山,一,;5-3;,8,未經申請開挖整地,是,2007/1/11,60000
CA09401003,2005/1/13,結案,內湖,文德,三,;352-1;,120,未依核定計畫施工,,,60000
CA09401004,2005/1/17,結案,士林,溪山,三,;;721;;,10,未經申請開挖整地,,,60000
CA09401005,2005/1/28,結案,士林,平等,一,345-1,400,未經申請開挖整地,是,2007/1/28,60000
CA09401006,2005/1/31,結案,中山,北安,一,;72;,1980,未經申請開挖整地,,,100000
CA09402001,2005/2/3,結案,北投,湖山,三,;677-2;,200,未經申請開挖整地,,,60000
CA09402002,2005/2/4,結案,文山,老泉,三,;361;,50,未經申請開挖整地,,,60000
CA09402003,2005/2/4,結案,內湖,碧湖,一,52,450,未依規定期限改正,是,2007/2/4,80000
CA09402004,2005/2/5,結案,文山,興隆,一,;190;,120,未經申請開挖整地,,,60000
CA09402005,2005/2/21,續予處分,士林,天玉,一,539,300,未經申請開挖整地,,,300000
CA09402006,2005/2/24,結案,士林,天玉,一,954-5,250,未經申請開挖整地,,,60000
CA09402009,2005/2/25,結案,北投,湖山,三,897,50,未依規定期限改正,,,80000
CA09403001,2005/3/4,結案,士林,至善,四,;194;,200,未經申請開挖整地,,,60000
CA09403002,2005/3/11,結案,士林,力行,三,37,200,未依規定期限改正,,,80000
CA09403003,2005/3/15,撤銷,文山,老泉,四,;569;,15000,未依規定期限改正,,,300000
CA09403005,2005/3/22,結案,北投,大屯,三,;27;,77,未依核定計畫施工,,,60000
CA09403004,2005/3/23,結案,北投,行義,四,;167;,5700,未依核定計畫施工,,,300000
CA09403006,2005/3/24,結案,內湖,碧湖,一,;88;,75,未依核定計畫施工,,,60000
CA09403008,2005/3/30,續予處分,士林,天玉,一,;556;,250,未經申請開挖整地,,,300000
CA09404001,2005/4/4,結案,內湖,西湖,一,;52-36;,40,未經申請開挖整地,,,60000
CA09404002,2005/4/12,結案,士林,芝蘭,三,;368;,950,未經申請開挖整地,,,80000
CA09404003,2005/4/19,續予處分,士林,天玉,一,;553;,350,未經申請開挖整地,,,300000
CA09404004,2005/4/20,結案,士林,菁山,二,240,700,未經申請開挖整地,,,80000
CA09404005,2005/4/22,續予處分,士林,天玉,一,;553;,350,未經申請開挖整地,,,300000
CA09404006,2005/4/26,結案,士林,雙溪,一,;4;,400,未經申請開挖整地,,,60000
CA09404007,2005/4/27,結案,文山,指南,二,;20;,180,未經申請開挖整地,,,60000
CA09404008,2005/4/28,續予處分,士林,天玉,一,;553;,200,未經申請開挖整地,,,300000
CA09405001,2005/5/2,續予處分,士林,天玉,一,;940;,400,未依核定計畫施工,,,60000
CA09405002,2005/5/9,續予處分,士林,天玉,一,;539;,350,未經申請開挖整地,,,300000
CA09405003,2005/5/9,結案,士林,天玉,一,954,250,未依規定期限改正,,,80000
CA09405004,2005/5/11,續予處分,士林,天玉,一,533,450,未經申請開挖整地,,,300000
CA09405005,2005/5/13,結案,文山,老泉,二,;246;,28,未經申請開挖整地,,,60000
CA09405006,2005/5/17,續予處分,內湖,碧山,一,;499;,2000,未經申請開挖整地,是,2007/5/17,100000
CA09405007,2005/5/19,結案,士林,天玉,一,954,200,未經申請開挖整地,,,60000
CA09406002,2005/6/2,結案,北投,湖山,一,;709;,100,未經申請開挖整地,,,60000
CA09406003,2005/6/10,續予處分,士林,天玉,一,;564;,200,未經申請開挖整地,,,300000
CA09406004,2005/6/17,續予處分,士林,天玉,一,;564;,200,未經申請開挖整地,,,300000
CA09406001,2005/6/21,結案,北投,湖田,二,;23-4;,165,未依核定計畫施工,,,60000
CA09406005,2005/6/23,續予處分,士林,天玉,一,;556;,200,未經申請開挖整地,,,300000
CA09406006,2005/6/27,結案,士林,芝蘭,二,;228;,3954,未依核定計畫施工,,,200000
CA09406007,2005/6/28,結案,內湖,大湖,四,;62;,2000,未經申請開挖整地,是,2007/6/28,100000
CA09406008,2005/6/28,結案,北投,崇仰,二,;61;,180,未經申請開挖整地,是,2007/6/28,60000
CA09406009,2005/6/28,結案,北投,崇仰,二,;362;,190,未經申請開挖整地,是,2007/6/28,60000
CA09407001,2005/7/1,續予處分,士林,天玉,一,;564;,300,未經申請開挖整地,,,300000
CA09407002,2005/7/5,續予處分,士林,溪山,三,263,50,未經申請開挖整地,,,60000
CA09407004,2005/7/15,無改正事項,北投,崇仰,二,109,256,未經申請開挖整地,,,60000
CA09407003,2005/7/19,結案,文山,老泉,四,;569;,15000,未依規定期限改正,,,300000
CA09407005,2005/7/19,續予處分,士林,天玉,一,;545;,1000,未經申請開挖整地,,,300000
CA09407006,2005/7/20,結案,內湖,康寧,二,329,1,未經申請開挖整地,是,2007/7/20,60000
CA09407007,2005/7/20,結案,士林,至善,五,;12;,0,未依核定計畫施工,,,60000
CA09408001,2005/8/8,結案,北投,大屯,三,362,87,未經申請開挖整地,是,2007/8/10,60000
CA09408002,2005/8/15,結案,士林,華岡,一,;401;,190,未經申請開挖整地,,,60000
CA09408004,2005/8/22,結案,內湖,碧山,二,;534;,800,未經申請開挖整地,是,2007/8/22,80000
CA09408005,2005/8/22,撤銷,士林,雙溪,一,;87;,200,未經申請開挖整地,,,60000
CA09408006,2005/8/24,結案,士林,芝蘭,二,;230;,83,未依核定計畫施工,,,60000
CA09408007,2005/8/31,續予處分,士林,天玉,一,;543;,600,未經申請開挖整地,,,300000
CA09409001,2005/9/19,結案,北投,湖田,二,;111;,60,未經申請開挖整地,,,60000
CA09409002,2005/9/19,續予處分,士林,芝蘭,四,;186;,60,未經申請開挖整地,,,60000
CA09409003,2005/9/20,結案,文山,博嘉,四,357,284,未依核定計畫施工,,,60000
CA09409004,2005/9/20,結案,信義,永春,一,;3;,496,未依核定計畫施工,,,60000
CA09409005,2005/9/20,結案,信義,祥和,四,;34;,534,未依核定計畫施工,,,80000
CA09410001,2005/10/18,結案,士林,翠山,二,;1010;,124,未經申請開挖整地,是,2007/10/18,60000
CA09410002,2005/10/21,續予處分,士林,溪山,三,263,50,未依規定期限改正,,,80000
CA09410003,2005/10/25,撤銷,文山,興安,三,;322;,2000,未經申請開挖整地,,,100000
CA09410004,2005/10/26,撤銷,大安,辛亥,五,;138;,500,未經申請開挖整地,,,60000
CA09411001,2005/11/1,結案,士林,翠山,一,174-4,973,未依核定計畫施工,是,2007/11/1,80000
CA09411002,2005/11/2,續予處分,士林,天玉,一,554,100,未經申請開挖整地,,,300000
CA09411003,2005/11/7,結案,士林,翠山,二,;121;,42,未經申請開挖整地,,,60000
CA09411004,2005/11/8,結案,北投,泉源,四,;586;,1800,堆積土石,是,2007/11/8,100000
CA09411005,2005/11/8,結案,文山,政大,二,;609;,210,未依核定計畫施工,,,60000
CA09411006,2005/11/9,結案,北投,泉源,三,;506-6;,200,堆積土石,,,60000
CA09411007,2005/11/11,結案,士林,天玉,三,;299;,400,未依規定期限改正,,,150000
CA09411008,2005/11/11,結案,士林,力行,三,164,160,未經申請開挖整地,是,2007/11/11,60000
CA09411009,2005/11/21,結案,文山,頭廷,四,;97;,150,未經申請開挖整地,,,60000
CA09411010,2005/11/25,結案,南港,舊莊,二,;170;,1269,未經申請開挖整地,,,100000
CA09412001,2005/12/1,結案,內湖,康寧,二,329,20,未經申請開挖整地,,,60000
CA09412002,2005/12/6,續予處分,士林,菁山,一,;199-1;,700,未經申請開挖整地,,,80000
CA09412003,2005/12/19,結案,信義,祥和,一,;17;,400,未經申請開挖整地,,,60000
CA09412004,2005/12/21,結案,北投,行義,四,;175;,16,未經申請開挖整地,是,2007/12/21,60000
CA09412005,2005/12/26,結案,士林,新安,三,79,1680,未經申請開挖整地,,,150000
CA09501001,2006/1/12,結案,士林,至善,二,;105;,117,未經申請開挖整地,是,2008/1/12,60000
CA09501002,2006/1/13,撤銷,南港,舊莊,二,;170;,1269,未依規定期限改正,,,150000
CA09501003,2006/1/16,結案,內湖,碧山,三,;146-2;,100,未經申請開挖整地,,,60000
CA09501004,2006/1/18,結案,信義,吳興,三,141,100,未經申請開挖整地,,,60000
CA09501005,2006/1/20,撤銷,中山,北安,一,;81;,220,未經申請開挖整地,,,60000
CA09501006,2006/1/23,結案,士林,芝蘭,二,230-1,549,未依核定計畫施工,,,80000
CA09502001,2006/2/7,結案,士林,溪山,三,15707,650,未經申請開挖整地,,,80000
CA09502002,2006/2/9,結案,內湖,康寧,一,322,10,未依核定計畫施工,,,60000
CA09502003,2006/2/14,結案,士林,天玉,一,;952;,1100,未經申請開挖整地,,,100000
CA09502004,2006/2/23,結案,內湖,康寧,二,;453;,560,未經申請開挖整地,是,2008/2/23,80000
CA09502005,2006/2/27,結案,士林,溪山,三,263,50,未依規定期限改正,,,100000
CA09503001,2006/3/9,結案,內湖,文德,三,433-10,100,未依規定期限改正,,,100000
CA09503002,2006/3/10,結案,士林,芝蘭,四,;186;,60,未依規定期限改正,,,80000
CA09503003,2006/3/16,續予處分,北投,崇仰,二,;313;,250,未經申請開挖整地,,,60000
CA09503004,2006/3/20,續予處分,內湖,碧山,一,;263;,750,未經申請開挖闢路,是,2008/3/20,80000
CA09503005,2006/3/22,撤銷,士林,雙溪,一,;87;,200,未經申請開挖整地,,,60000
CA09503006,2006/3/27,撤銷,文山,老泉,四,;569;,15000,未依規定期限改正,,,300000
CA09503007,2006/3/28,結案,文山,興安,三,;322;,993,未經申請開挖整地,,,80000
CA09503008,2006/3/28,撤銷,大安,辛亥,五,;138-1;,19000,未經申請開挖整地,,,300000
CA09503009,2006/3/31,結案,北投,泉源,四,;279;,100,未經申請開挖整地,,,60000
CA09503010,2006/3/31,續予處分,文山,政大,三,;135;,170,未經申請開挖整地,,,60000
CA09503011,2006/3/31,結案,中山,北安,四,;339;,5698,未經申請開挖整地,,,150000
CA09504001,2006/4/4,結案,士林,菁山,一,199-1,700,未依規定期限改正,,,100000
CA09504002,2006/4/7,結案,內湖,碧湖,四,;1012;,350,堆積土石,,,60000
CA09504003,2006/4/10,續予處分,中山,北安,四,;339-4;,40,堆積土石,,,60000
CA09504004,2006/4/11,結案,士林,天玉,一,;968;,500,未經申請開挖整地,,,150000
CA09504006,2006/4/11,結案,信義,永春,三,;180;,500,未依核定計畫施工,,,60000
CA09504005,2006/4/20,結案,士林,新安,三,351-1,320,未經申請開挖整地,,,60000
CA09504007,2006/4/21,結案,北投,大屯,四,;429;,450,未經申請開挖整地,,,60000
CA09504008,2006/4/28,結案,文山,萬芳,二,;530;,370,未經申請開挖整地,,,60000
CA09505001,2006/5/1,結案,士林,至善,五,;12;,0,未依核定計畫施工,,,60000
CA09505002,2006/5/3,結案,中山,北安,一,193-1,80,未經申請開挖整地,,,60000
CA09505003,2006/5/9,結案,文山,老泉,三,;379;,360,未經申請開挖整地,,,60000
CA09505004,2006/5/10,結案,文山,老泉,三,;361;,100,堆積土石,,,60000
CA09505005,2006/5/11,結案,文山,頭廷,二,;343;,414,未依核定計畫施工,,,60000
CA09505006,2006/5/22,結案,北投,大屯,一,;475;,200,未經申請開挖整地,,,60000
CA09505007,2006/5/22,續予處分,北投,泉源,一,;212;,1250,未經申請開挖整地,,,100000
CA09505008,2006/5/30,結案,士林,力行,三,104,1800,未經申請開挖整地,,,100000
CA09506001,2006/6/1,結案,士林,力行,三,;101;,20,未經申請開挖整地,,,60000
CA09506002,2006/6/2,續予處分,文山,頭廷,二,;307;,36,未經申請開挖整地,,,60000
CA09506003,2006/6/6,續予處分,南港,中南,三,;259;,100,堆積土石,,,60000
CA09506004,2006/6/16,撤銷,內湖,碧山,二,;546-1;,27,未經申請開挖整地,,,60000
CA09506005,2006/6/20,續予處分,內湖,大湖,四,;493;,70,未經申請開挖整地,,,60000
CA09506006,2006/6/22,結案,士林,菁山,二,;243;,120,未經申請開挖整地,,,60000
CA09507001,2006/7/4,結案,南港,大豐,三,;709;,113,未依核定計畫施工,,,60000
CA09507002,2006/7/7,結案,士林,菁山,一,;549;,0,未依核定計畫施工,,,60000
CA09507003,2006/7/11,結案,北投,崇仰,一,;20;,300,未經申請開挖整地,,,60000
CA09507004,2006/7/14,結案,北投,崇仰,二,;313;,250,未依規定期限改正,,,80000
CA09507005,2006/7/19,結案,文山,博嘉,三,;739;,10,未經申請開挖整地,,,60000
CA09507006,2006/7/25,結案,北投,新民,二,41,450,未經申請開挖整地,,,60000
CA09507007,2006/7/26,結案,士林,福林,二,;72;,330,未經申請開挖整地,,,60000
CA09507008,2006/7/27,結案,士林,新安,三,;98;,340,未經申請開挖整地,,,60000
CA09508001,2006/8/3,撤銷,內湖,碧山,二,;546;,27,未經申請開挖整地,,,60000
CA09508002,2006/8/17,結案,士林,溪山,一,;644-1;,56,未經申請開挖整地,,,60000
CA09508003,2006/8/17,結案,士林,溪山,一,;644-3;,24,未經申請開挖整地,,,60000
CA09508004,2006/8/18,結案,士林,溪山,一,;221;,275,未依核定計畫施工,,,60000
CA09508005,2006/8/24,結案,士林,力行,三,;610;,150,未經申請開挖整地,,,60000
CA09508006,2006/8/25,結案,北投,泉源,一,;212;,1250,未依規定期限改正,,,100000
CA09508007,2006/8/29,結案,文山,政大,三,;135;,170,未依規定期限改正,,,80000
CA09508008,2006/8/31,結案,士林,新安,五,;703;,200,未經申請開挖整地,,,60000
CA09509001,2006/9/5,結案,中山,北安,四,;339-4;,40,未依規定期限改正,,,80000
CA09509002,2006/9/7,結案,北投,湖田,二,;221-9;,450,未依核定計畫施工,,,60000
CA09509003,2006/9/7,結案,大安,辛亥,五,138-1,2563,未經申請開挖整地,,,150000
CA09509004,2006/9/7,結案,士林,翠山,二,;462;,50,堆積土石,,,60000
CA09509006,2006/9/15,結案,北投,泉源,二,;471;,80,未經申請開挖整地,,,60000
CA09509005,2006/9/15,結案,南港,中南,三,;259;,100,未依規定期限改正,,,80000
CA09509007,2006/9/19,結案,文山,頭廷,二,;307;,36,未依規定期限改正,,,80000
CA09509008,2006/9/19,結案,北投,行義,四,;30;,915,未經申請開挖整地,,,80000
CA09509010,2006/9/19,結案,北投,湖田,二,;621;,60,未經申請開挖整地,,,60000
CA09509009,2006/9/20,結案,士林,溪山,三,;40-6;,60,未經申請開挖整地,,,60000
CA09509011,2006/9/27,結案,北投,新民,二,41,400,未經申請開挖整地,,,80000
CA09510001,2006/10/3,結案,內湖,碧山,一,;499;,2000,未依規定期限改正,,,150000
CA09510002,2006/10/3,結案,內湖,碧山,一,;263;,750,未依規定期限改正,,,100000
CA09510003,2006/10/4,結案,北投,泉源,二,;423;,400,未經申請開挖整地,,,60000
CA09510004,2006/10/5,結案,文山,頭廷,四,;97;,100,未依核定計畫施工,,,60000
CA09510005,2006/10/12,結案,內湖,東湖,六,;10;,690,未依規定期限改正,,,80000
CA09510006,2006/10/13,續予處分,北投,桃源,二,;658;,300,未經申請開挖整地,,,60000
CA09510007,2006/10/13,結案,士林,溪山,一,;629;,120,未經申請開挖整地,,,60000
CA09510008,2006/10/13,結案,北投,泉源,二,;369-1;,100,堆積土石,,,60000
CA09510009,2006/10/13,結案,北投,大屯,四,;99;,100,未經申請開挖整地,,,60000
CA09510010,2006/10/14,撤銷,內湖,碧山,二,;546;,27,未依規定期限改正,,,80000
CA09510011,2006/10/16,結案,內湖,大湖,四,493,70,未依規定期限改正,,,80000
CA09510012,2006/10/24,結案,文山,老泉,三,;;219;;,360,未經申請開挖整地,,,60000
CA09510013,2006/10/30,結案,士林,華岡,二,;84;,130,未經申請開挖整地,,,60000
CA09510014,2006/10/30,結案,士林,新安,六,;41;,400,未經申請開挖整地,,,60000
CA09510015,2006/10/31,結案,北投,泉源,一,87,400,未經申請開挖整地,,,60000
CA09511001,2006/11/6,結案,內湖,碧湖,一,;279;,300,未依規定期限改正,,,60000
CA09511002,2006/11/8,結案,士林,新安,四,;51;,150,堆積土石,,,60000
CA09511003,2006/11/13,結案,信義,犁和,二,;120;,10,未經申請開挖整地,,,60000
CA09511004,2006/11/21,結案,北投,湖山,一,;437-2;,50,堆積土石,,,60000
CA09511005,2006/11/24,結案,士林,菁山,一,;532-1;,200,未經申請開挖整地,,,60000
CA09511006,2006/11/29,結案,士林,新安,三,;629;,50,堆積土石,,,60000
CA09512001,2006/12/7,結案,士林,菁山,一,532,2500,未經申請開挖整地,,,150000
CA09512002,2006/12/12,結案,士林,天玉,三,;299-1;,40,未經申請開挖整地,,,60000
CA09512003,2006/12/19,續予處分,士林,天玉,一,556,100,未依規定期限改正,,,300000
CA09512004,2006/12/19,結案,信義,福德,四,;184;,40,未經申請開挖整地,,,60000
CA09512005,2006/12/26,結案,內湖,碧湖,四,;1045;,440,未經申請開挖整地,,,60000
CA09512006,2006/12/29,結案,文山,政大,一,;7;,13,未經申請開挖整地,,,60000
CA09601001,2007/1/22,結案,北投,湖田,二,;498;,440,堆積土石,,,60000
CA09601002,2007/1/22,結案,北投,湖田,二,;496;,50,堆積土石,,,60000
CA09601003,2007/1/24,結案,士林,新安,二,;336;,450,未經申請開挖整地,,,60000
CA09601004,2007/1/25,結案,士林,菁山,二,;263;,90,未經申請開挖整地,,,60000
CA09601005,2007/1/25,結案,士林,翠山,一,;174-6;,90,未經申請開挖闢路,,,60000
CA09601006,2007/1/29,結案,士林,溪山,一,;221;,400,未依核定計畫施工,,,60000
CA09601007,2007/1/29,無改正事項,內湖,康寧,三,;356-2;,50,未依核定計畫施工,,,60000
CA09601008,2007/1/31,結案,文山,老泉,三,;219;,12,未經申請開挖整地,,,80000
CA09602001,2007/2/8,結案,文山,頭廷,四,;77;,135,未經申請開挖整地,,,60000
CA09602002,2007/2/8,結案,內湖,大湖,一,;94;,470,未依核定計畫施工,,,60000
CA09602003,2007/2/13,續予處分,士林,新安,二,;336;,450,未經申請開挖整地,,,60000
CA09603001,2007/3/8,結案,文山,頭廷,四,;97;,44,未依核定計畫施工,,,60000
CA09603002,2007/3/8,結案,文山,老泉,二,;37;,43,未經申請開挖闢路,,,60000
CA09603003,2007/3/16,撤銷,文山,指南,三,;959;,150,未經申請開挖整地,,,60000
CA09604001,2007/4/2,結案,文山,老泉,四,;524;,10,未經申請開挖整地,,,60000
CA09604002,2007/4/2,結案,士林,新安,一,414,13,未經申請開挖整地,,,60000
CA09604003,2007/4/10,結案,文山,指南,一,;173;,460,未經申請開挖闢路,,,60000
