時間,區,村里,村里代碼,年齡區間,性別,案件類型,總計
108年7月,大同區,不明,不明,40-未滿65歲,2,婚姻暴力,5
108年7月,大同區,不明,不明,40-未滿65歲,1,其他家虐,5
108年7月,大同區,不明,不明,65歲以上,2,老人虐待,2
108年7月,大同區,不明,不明,65歲以上,2,婚姻暴力,1
108年7月,大同區,不明,不明,65歲以上,1,老人虐待,3
108年7月,大同區,不明,不明,6-未滿12歲, ,非保護性案件,1
108年7月,大同區,不明,不明,未滿6歲,2,其他家虐,1
108年7月,大同區,不明,不明,未滿6歲,2,非保護性案件,1
108年7月,大同區,不明,不明,未滿6歲,1,兒少保護,2
108年7月,大同區,不明,不明,未滿6歲,1,非保護性案件,1
108年7月,大同區,永樂里,63000060005,20-未滿40歲,2,非保護性案件,1
108年7月,大同區,玉泉里,63000060001,40-未滿65歲,1,其他家虐,1
108年7月,大同區,玉泉里,63000060001,65歲以上,2,老人虐待,1
108年7月,大同區,老師里,63000060024,40-未滿65歲,2,婚姻暴力,1
108年7月,大同區,至聖里,63000060022,20-未滿40歲,2,其他家虐,1
108年7月,大同區,至聖里,63000060022,20-未滿40歲,1,其他家虐,2
108年7月,大同區,至聖里,63000060022,65歲以上,2,老人虐待,2
108年7月,大同區,至聖里,63000060022,65歲以上,1,老人虐待,2
108年7月,大同區,延平里,63000060010,20-未滿40歲,2,其他家虐,1
108年7月,大同區,延平里,63000060010,20-未滿40歲,2,婚姻暴力,1
108年7月,大同區,延平里,63000060010,20-未滿40歲,1,婚姻暴力,1
108年7月,大同區,南芳里,63000060012,40-未滿65歲,2,婚姻暴力,1
108年7月,大同區,建明里,63000060002,20-未滿40歲,2,婚姻暴力,1
108年7月,大同區,建明里,63000060002,40-未滿65歲,1,其他家虐,2
108年7月,大同區,星明里,63000060007,20-未滿40歲,2,不明,1
108年7月,大同區,重慶里,63000060025,20-未滿40歲,1,其他家虐,1
108年7月,大同區,揚雅里,63000060019,40-未滿65歲,1,其他家虐,2
108年7月,大同區,斯文里,63000060020,20-未滿40歲,2,其他家虐,1
108年7月,大同區,隆和里,63000060015,20-未滿40歲,1,婚姻暴力,1
108年7月,大同區,蓬萊里,63000060016,40-未滿65歲,1,婚姻暴力,1
108年7月,大同區,雙連里,63000060011,65歲以上,1,老人虐待,1
108年7月,大安區,不明,不明,12-未滿18歲,2,非保護性案件,2
108年7月,大安區,不明,不明,12-未滿18歲,1,非保護性案件,3
108年7月,大安區,不明,不明,18-未滿20歲,2,其他家虐,2
108年7月,大安區,不明,不明,18-未滿20歲,1,其他家虐,1
108年7月,大安區,不明,不明,20-未滿40歲,2,其他家虐,3
108年7月,大安區,不明,不明,20-未滿40歲,2,非保護性案件,1
108年7月,大安區,不明,不明,20-未滿40歲,1,其他家虐,2
108年7月,大安區,不明,不明,40-未滿65歲,2,其他家虐,12
108年7月,大安區,不明,不明,40-未滿65歲,2,非保護性案件,1
108年7月,大安區,不明,不明,40-未滿65歲,2,婚姻暴力,1
108年7月,大安區,不明,不明,40-未滿65歲,1,其他家虐,2
108年7月,大安區,不明,不明,65歲以上,2,老人虐待,6
108年7月,大安區,不明,不明,65歲以上,2,非保護性案件,1
108年7月,大安區,不明,不明,65歲以上,1,老人虐待,1
108年7月,大安區,不明,不明,6-未滿12歲,2,非保護性案件,2
108年7月,大安區,不明,不明,未滿6歲,2,非保護性案件,1
108年7月,大安區,不明,不明,未滿6歲,1,非保護性案件,1
108年7月,大安區,古莊里,63000030014,20-未滿40歲,2,其他家虐,1
108年7月,大安區,古莊里,63000030014,40-未滿65歲,2,婚姻暴力,1
108年7月,大安區,古莊里,63000030014,40-未滿65歲,1,婚姻暴力,1
108年7月,大安區,民炤里,63000030004,65歲以上,2,老人虐待,1
108年7月,大安區,民炤里,63000030004,65歲以上,1,婚姻暴力,1
108年7月,大安區,光明里,63000030019,18-未滿20歲,2,其他家虐,1
108年7月,大安區,光武里,63000030010,65歲以上,2,老人虐待,1
108年7月,大安區,光信里,63000030056,65歲以上,2,老人虐待,1
108年7月,大安區,住安里,63000030029,20-未滿40歲,2,婚姻暴力,1
108年7月,大安區,住安里,63000030029,65歲以上,2,老人虐待,1
108年7月,大安區,法治里,63000030034,20-未滿40歲,2,不明,1
108年7月,大安區,臥龍里,63000030039,12-未滿18歲,2,非保護性案件,1
108年7月,大安區,臥龍里,63000030039,65歲以上,2,婚姻暴力,1
108年7月,大安區,芳和里,63000030044,40-未滿65歲,2,婚姻暴力,1
108年7月,大安區,虎嘯里,63000030038,65歲以上,2,老人虐待,1
108年7月,大安區,建倫里,63000030050,40-未滿65歲,2,其他家虐,1
108年7月,大安區,通化里,63000030031,40-未滿65歲,2,其他家虐,1
108年7月,大安區,通化里,63000030031,40-未滿65歲,2,婚姻暴力,1
108年7月,大安區,敦安里,63000030051,40-未滿65歲,2,其他家虐,1
108年7月,大安區,敦安里,63000030051,40-未滿65歲,2,婚姻暴力,1
108年7月,大安區,新龍里,63000030023,20-未滿40歲,1,其他家虐,1
108年7月,大安區,義安里,63000030030,20-未滿40歲,2,其他家虐,1
108年7月,大安區,群英里,63000030037,12-未滿18歲,2,不明,1
108年7月,大安區,群英里,63000030037,40-未滿65歲,1,婚姻暴力,1
108年7月,大安區,群英里,63000030037,65歲以上,2,婚姻暴力,1
108年7月,大安區,福住里,63000030017,20-未滿40歲,2,婚姻暴力,1
108年7月,大安區,德安里,63000030001,20-未滿40歲,2,婚姻暴力,1
108年7月,大安區,黎孝里,63000030047,12-未滿18歲,2,其他家虐,1
108年7月,大安區,黎孝里,63000030047,65歲以上,2,老人虐待,1
108年7月,大安區,黎和里,63000030048,40-未滿65歲,1,其他家虐,1
108年7月,大安區,錦華里,63000030021,20-未滿40歲,1,其他家虐,1
108年7月,大安區,龍安里,63000030015,40-未滿65歲,2,其他家虐,1
108年7月,大安區,龍安里,63000030015,65歲以上,2,老人虐待,1
108年7月,大安區,龍泉里,63000030012,20-未滿40歲,2,婚姻暴力,1
108年7月,大安區,龍泉里,63000030012,40-未滿65歲,1,婚姻暴力,1
108年7月,大安區,龍泉里,63000030012,65歲以上,2,老人虐待,1
108年7月,大安區,龍淵里,63000030040,20-未滿40歲,1,婚姻暴力,1
108年7月,大安區,臨江里,63000030033,40-未滿65歲,2,婚姻暴力,1
108年7月,不明,不明,不明,12-未滿18歲,2,不明,1
108年7月,不明,不明,不明,12-未滿18歲,2,兒少保護,1
108年7月,不明,不明,不明,12-未滿18歲,2,其他家虐,2
108年7月,不明,不明,不明,12-未滿18歲,1,兒少保護,2
108年7月,不明,不明,不明,12-未滿18歲,1,非保護性案件,2
108年7月,不明,不明,不明,18-未滿20歲,2,其他家虐,1
108年7月,不明,不明,不明,20-未滿40歲,2,不明,1
108年7月,不明,不明,不明,20-未滿40歲,2,其他家虐,8
108年7月,不明,不明,不明,20-未滿40歲,2,非保護性案件,2
108年7月,不明,不明,不明,20-未滿40歲,2,婚姻暴力,9
108年7月,不明,不明,不明,20-未滿40歲,1,不明,1
108年7月,不明,不明,不明,20-未滿40歲,1,其他家虐,2
108年7月,不明,不明,不明,40-未滿65歲,2,其他家虐,5
108年7月,不明,不明,不明,40-未滿65歲,2,婚姻暴力,6
108年7月,不明,不明,不明,40-未滿65歲,1,其他家虐,2
108年7月,不明,不明,不明,40-未滿65歲,1,非保護性案件,1
108年7月,不明,不明,不明,65歲以上,2,老人虐待,1
108年7月,不明,不明,不明,65歲以上,2,其他家虐,1
108年7月,不明,不明,不明,65歲以上,2,非保護性案件,1
108年7月,不明,不明,不明,65歲以上,2,婚姻暴力,3
108年7月,不明,不明,不明,65歲以上, ,不明,1
108年7月,不明,不明,不明,65歲以上, ,非保護性案件,3
108年7月,不明,不明,不明,65歲以上,1,不明,1
108年7月,不明,不明,不明,65歲以上,1,老人虐待,1
108年7月,不明,不明,不明,65歲以上,1,其他家虐,1
108年7月,不明,不明,不明,65歲以上,1,非保護性案件,2
108年7月,不明,不明,不明,6-未滿12歲,2,兒少保護,1
108年7月,不明,不明,不明,6-未滿12歲,2,非保護性案件,1
108年7月,不明,不明,不明,6-未滿12歲,1,兒少保護,2
108年7月,不明,不明,不明,6-未滿12歲,1,其他家虐,1
108年7月,不明,不明,不明,6-未滿12歲,1,非保護性案件,3
108年7月,不明,不明,不明,未滿6歲,2,兒少保護,2
108年7月,不明,不明,不明,未滿6歲,2,非保護性案件,2
108年7月,不明,不明,不明,未滿6歲,1,兒少保護,1
108年7月,不明,不明,不明,未滿6歲,1,非保護性案件,3
108年7月,中山區,力行里,63000040039,65歲以上,2,老人虐待,1
108年7月,中山區,下埤里,63000040027,20-未滿40歲,2,其他家虐,1
108年7月,中山區,下埤里,63000040027,6-未滿12歲,1,兒少保護,1
108年7月,中山區,下埤里,63000040027,6-未滿12歲,1,非保護性案件,1
108年7月,中山區,大直里,63000040014,20-未滿40歲,2,其他家虐,1
108年7月,中山區,不明,不明,12-未滿18歲,2,兒少保護,1
108年7月,中山區,不明,不明,12-未滿18歲,2,其他家虐,2
108年7月,中山區,不明,不明,12-未滿18歲,1,其他家虐,1
108年7月,中山區,不明,不明,12-未滿18歲,1,非保護性案件,1
108年7月,中山區,不明,不明,18-未滿20歲,1,其他家虐,1
108年7月,中山區,不明,不明,20-未滿40歲,2,不明,2
108年7月,中山區,不明,不明,20-未滿40歲,2,其他家虐,8
108年7月,中山區,不明,不明,20-未滿40歲,2,婚姻暴力,8
108年7月,中山區,不明,不明,20-未滿40歲,1,其他家虐,4
108年7月,中山區,不明,不明,20-未滿40歲,1,婚姻暴力,1
108年7月,中山區,不明,不明,40-未滿65歲,2,其他家虐,5
108年7月,中山區,不明,不明,40-未滿65歲,2,非保護性案件,2
108年7月,中山區,不明,不明,40-未滿65歲,2,婚姻暴力,7
108年7月,中山區,不明,不明,40-未滿65歲,1,其他家虐,6
108年7月,中山區,不明,不明,65歲以上,2,老人虐待,3
108年7月,中山區,不明,不明,65歲以上,2,其他家虐,1
108年7月,中山區,不明,不明,65歲以上,2,婚姻暴力,1
108年7月,中山區,不明,不明,65歲以上, ,非保護性案件,1
108年7月,中山區,不明,不明,65歲以上,1,婚姻暴力,1
108年7月,中山區,不明,不明,6-未滿12歲,2,非保護性案件,1
108年7月,中山區,不明,不明,6-未滿12歲,1,非保護性案件,2
108年7月,中山區,不明,不明,未滿6歲,1,非保護性案件,2
108年7月,中山區,中央里,63000040033,65歲以上,2,老人虐待,1
108年7月,中山區,中庄里,63000040023,40-未滿65歲,2,其他家虐,1
108年7月,中山區,永安里,63000040016,40-未滿65歲,2,其他家虐,1
108年7月,中山區,成功里,63000040015,20-未滿40歲,2,其他家虐,1
108年7月,中山區,成功里,63000040015,40-未滿65歲,1,其他家虐,1
108年7月,中山區,朱馥里,63000040034,40-未滿65歲,2,其他家虐,2
108年7月,中山區,江山里,63000040029,40-未滿65歲,2,不明,1
108年7月,中山區,行仁里,63000040025,20-未滿40歲,2,其他家虐,1
108年7月,中山區,松江里,63000040021,65歲以上,2,老人虐待,1
108年7月,中山區,恆安里,63000040010,18-未滿20歲,2,其他家虐,1
108年7月,中山區,復華里,63000040040,40-未滿65歲,2,婚姻暴力,1
108年7月,中山區,晴光里,63000040011,40-未滿65歲,2,其他家虐,1
108年7月,中山區,集英里,63000040008,20-未滿40歲,2,不明,1
108年7月,中山區,集英里,63000040008,20-未滿40歲,2,其他家虐,1
108年7月,中山區,新庄里,63000040019,65歲以上,1,老人虐待,1
108年7月,中山區,新喜里,63000040018,65歲以上,1,老人虐待,1
108年7月,中山區,新福里,63000040020,20-未滿40歲,1,其他家虐,1
108年7月,中山區,劍潭里,63000040013,40-未滿65歲,2,其他家虐,1
108年7月,中山區,興亞里,63000040032,20-未滿40歲,2,其他家虐,1
108年7月,中正區,不明,不明,12-未滿18歲,2,其他家虐,1
108年7月,中正區,不明,不明,20-未滿40歲,2,不明,3
108年7月,中正區,不明,不明,20-未滿40歲,2,其他家虐,7
108年7月,中正區,不明,不明,20-未滿40歲,2,婚姻暴力,4
108年7月,中正區,不明,不明,20-未滿40歲,1,不明,1
108年7月,中正區,不明,不明,20-未滿40歲,1,其他家虐,1
108年7月,中正區,不明,不明,20-未滿40歲,1,婚姻暴力,1
108年7月,中正區,不明,不明,40-未滿65歲,2,其他家虐,5
108年7月,中正區,不明,不明,40-未滿65歲,1,其他家虐,2
108年7月,中正區,不明,不明,40-未滿65歲,1,婚姻暴力,1
108年7月,中正區,不明,不明,65歲以上,2,老人虐待,1
108年7月,中正區,不明,不明,65歲以上,2,其他家虐,2
108年7月,中正區,不明,不明,65歲以上,1,老人虐待,1
108年7月,中正區,不明,不明,未滿6歲,2,兒少保護,1
108年7月,中正區,不明,不明,未滿6歲,2,非保護性案件,1
108年7月,中正區,文北里,63000050029,20-未滿40歲,2,其他家虐,1
108年7月,中正區,永功里,63000050011,12-未滿18歲,2,非保護性案件,1
108年7月,中正區,永昌里,63000050012,40-未滿65歲,1,其他家虐,1
108年7月,中正區,幸福里,63000050026,40-未滿65歲,2,其他家虐,1
108年7月,中正區,梅花里,63000050025,40-未滿65歲,1,其他家虐,1
108年7月,中正區,頂東里,63000050006,未滿6歲,2,兒少保護,1
108年7月,中正區,頂東里,63000050006,未滿6歲,1,兒少保護,1
108年7月,中正區,廈安里,63000050015,20-未滿40歲,1,其他家虐,1
108年7月,中正區,廈安里,63000050015,40-未滿65歲,2,其他家虐,1
108年7月,中正區,廈安里,63000050015,65歲以上,2,老人虐待,1
108年7月,中正區,網溪里,63000050007,20-未滿40歲,2,其他家虐,1
108年7月,中正區,龍興里,63000050013,65歲以上,2,婚姻暴力,1
108年7月,內湖區,不明,不明,12-未滿18歲,2,兒少保護,2
108年7月,內湖區,不明,不明,12-未滿18歲,2,其他家虐,3
108年7月,內湖區,不明,不明,12-未滿18歲,1,兒少保護,3
108年7月,內湖區,不明,不明,12-未滿18歲,1,其他家虐,1
108年7月,內湖區,不明,不明,12-未滿18歲,1,非保護性案件,1
108年7月,內湖區,不明,不明,20-未滿40歲,2,不明,1
108年7月,內湖區,不明,不明,20-未滿40歲,2,其他家虐,8
108年7月,內湖區,不明,不明,20-未滿40歲,2,婚姻暴力,1
108年7月,內湖區,不明,不明,20-未滿40歲,1,其他家虐,4
108年7月,內湖區,不明,不明,40-未滿65歲,2,其他家虐,4
108年7月,內湖區,不明,不明,40-未滿65歲,2,婚姻暴力,4
108年7月,內湖區,不明,不明,40-未滿65歲,1,其他家虐,5
108年7月,內湖區,不明,不明,65歲以上,2,老人虐待,1
108年7月,內湖區,不明,不明,65歲以上,1,婚姻暴力,1
108年7月,內湖區,不明,不明,6-未滿12歲,2,非保護性案件,1
108年7月,內湖區,不明,不明,6-未滿12歲,1,兒少保護,3
108年7月,內湖區,不明,不明,未滿6歲,2,非保護性案件,3
108年7月,內湖區,不明,不明,未滿6歲,1,非保護性案件,2
108年7月,內湖區,安湖里,63000100031,20-未滿40歲,2,其他家虐,1
108年7月,內湖區,安湖里,63000100031,40-未滿65歲,2,婚姻暴力,1
108年7月,內湖區,安湖里,63000100031,40-未滿65歲,1,其他家虐,1
108年7月,內湖區,行善里,63000100027,20-未滿40歲,1,不明,1
108年7月,內湖區,行善里,63000100027,20-未滿40歲,1,婚姻暴力,1
108年7月,內湖區,西康里,63000100002,20-未滿40歲,2,其他家虐,1
108年7月,內湖區,東湖里,63000100023,18-未滿20歲,1,其他家虐,1
108年7月,內湖區,東湖里,63000100023,20-未滿40歲,2,其他家虐,1
108年7月,內湖區,東湖里,63000100023,65歲以上,2,老人虐待,2
108年7月,內湖區,金湖里,63000100034,20-未滿40歲,2,其他家虐,1
108年7月,內湖區,金瑞里,63000100014,18-未滿20歲,1,其他家虐,1
108年7月,內湖區,金瑞里,63000100014,20-未滿40歲,2,其他家虐,1
108年7月,內湖區,康寧里,63000100035,20-未滿40歲,1,其他家虐,1
108年7月,內湖區,康寧里,63000100035,65歲以上,2,老人虐待,1
108年7月,內湖區,清白里,63000100017,40-未滿65歲,2,其他家虐,1
108年7月,內湖區,清白里,63000100017,40-未滿65歲,2,婚姻暴力,1
108年7月,內湖區,清白里,63000100017,65歲以上,1,老人虐待,1
108年7月,內湖區,港華里,63000100008,12-未滿18歲,2,其他家虐,1
108年7月,內湖區,港華里,63000100008,20-未滿40歲,2,其他家虐,1
108年7月,內湖區,港華里,63000100008,40-未滿65歲,1,其他家虐,2
108年7月,內湖區,港華里,63000100008,65歲以上,2,老人虐待,1
108年7月,內湖區,湖興里,63000100029,12-未滿18歲,2,非保護性案件,1
108年7月,內湖區,湖濱里,63000100010,20-未滿40歲,1,其他家虐,1
108年7月,內湖區,湖濱里,63000100010,40-未滿65歲,2,其他家虐,1
108年7月,內湖區,紫星里,63000100011,40-未滿65歲,1,其他家虐,1
108年7月,內湖區,週美里,63000100026,40-未滿65歲,2,其他家虐,1
108年7月,內湖區,週美里,63000100026,40-未滿65歲,2,非保護性案件,1
108年7月,內湖區,週美里,63000100026,未滿6歲,2,非保護性案件,1
108年7月,內湖區,瑞光里,63000100021,65歲以上,2,老人虐待,1
108年7月,內湖區,瑞陽里,63000100020,20-未滿40歲,1,其他家虐,1
108年7月,內湖區,瑞陽里,63000100020,40-未滿65歲,2,其他家虐,1
108年7月,內湖區,瑞陽里,63000100020,65歲以上,1,其他家虐,1
108年7月,內湖區,葫洲里,63000100018,20-未滿40歲,2,其他家虐,1
108年7月,內湖區,葫洲里,63000100018,20-未滿40歲,1,其他家虐,1
108年7月,內湖區,碧山里,63000100015,20-未滿40歲,2,婚姻暴力,1
108年7月,內湖區,樂康里,63000100024,65歲以上,2,婚姻暴力,1
108年7月,內湖區,寶湖里,63000100039,20-未滿40歲,2,其他家虐,1
