時間,區,村里,村里代碼,年齡區間,性別,案件類型,總計
108年6月,文山區,不明,不明,6-未滿12歲,1,非保護性案件,2
108年6月,文山區,不明,不明,未滿6歲,2,非保護性案件,1
108年6月,文山區,不明,不明,未滿6歲,1,非保護性案件,2
108年6月,文山區,木柵里,63000080027,40-未滿65歲,2,婚姻暴力,1
108年6月,文山區,木新里,63000080028,40-未滿65歲,2,婚姻暴力,1
108年6月,文山區,木新里,63000080028,40-未滿65歲,1,老人虐待,1
108年6月,文山區,明義里,63000080025,20-未滿40歲,2,婚姻暴力,1
108年6月,文山區,明興里,63000080026,未滿6歲,1,兒少保護,1
108年6月,文山區,政大里,63000080040,12-未滿18歲,1,兒少保護,1
108年6月,文山區,政大里,63000080040,40-未滿65歲,1,其他家虐,1
108年6月,文山區,景華里,63000080006,12-未滿18歲,1,其他家虐,1
108年6月,文山區,景華里,63000080006,18-未滿20歲,2,其他家虐,1
108年6月,文山區,景華里,63000080006,20-未滿40歲,2,不明,1
108年6月,文山區,華興里,63000080024,20-未滿40歲,2,非保護性案件,1
108年6月,文山區,萬年里,63000080010,40-未滿65歲,2,其他家虐,1
108年6月,文山區,萬有里,63000080007,40-未滿65歲,1,其他家虐,3
108年6月,文山區,萬芳里,63000080033,20-未滿40歲,1,婚姻暴力,1
108年6月,文山區,萬美里,63000080039,20-未滿40歲,2,其他家虐,1
108年6月,文山區,樟文里,63000080041,65歲以上,2,非保護性案件,1
108年6月,文山區,樟腳里,63000080032,40-未滿65歲,1,其他家虐,2
108年6月,文山區,興安里,63000080018,12-未滿18歲,1,非保護性案件,1
108年6月,文山區,興安里,63000080018,40-未滿65歲,2,其他家虐,1
108年6月,文山區,興安里,63000080018,65歲以上,2,老人虐待,1
108年6月,文山區,興邦里,63000080042,20-未滿40歲,1,其他家虐,1
108年6月,文山區,興邦里,63000080042,65歲以上,1,婚姻暴力,1
108年6月,文山區,興昌里,63000080022,20-未滿40歲,2,婚姻暴力,1
108年6月,文山區,興昌里,63000080022,20-未滿40歲,1,不明,1
108年6月,文山區,興泰里,63000080021,12-未滿18歲,2,非保護性案件,1
108年6月,文山區,興泰里,63000080021,40-未滿65歲,2,婚姻暴力,1
108年6月,文山區,興得里,63000080016,20-未滿40歲,2,婚姻暴力,1
108年6月,文山區,興業里,63000080017,40-未滿65歲,1,其他家虐,1
108年6月,文山區,興福里,63000080019,20-未滿40歲,2,其他家虐,1
108年6月,文山區,興福里,63000080019,65歲以上,2,非保護性案件,1
108年6月,文山區,興福里,63000080019,65歲以上,2,婚姻暴力,1
108年6月,北投區,不明,不明,12-未滿18歲,2,兒少保護,2
108年6月,北投區,不明,不明,12-未滿18歲,2,非保護性案件,2
108年6月,北投區,不明,不明,12-未滿18歲,1,不明,1
108年6月,北投區,不明,不明,18-未滿20歲,2,其他家虐,1
108年6月,北投區,不明,不明,20-未滿40歲,2,不明,1
108年6月,北投區,不明,不明,20-未滿40歲,2,其他家虐,2
108年6月,北投區,不明,不明,20-未滿40歲,2,非保護性案件,1
108年6月,北投區,不明,不明,20-未滿40歲,2,婚姻暴力,3
108年6月,北投區,不明,不明,20-未滿40歲,1,非保護性案件,1
108年6月,北投區,不明,不明,20-未滿40歲,1,婚姻暴力,2
108年6月,北投區,不明,不明,40-未滿65歲,2,不明,1
108年6月,北投區,不明,不明,40-未滿65歲,2,其他家虐,6
108年6月,北投區,不明,不明,40-未滿65歲,2,非保護性案件,1
108年6月,北投區,不明,不明,40-未滿65歲,2,婚姻暴力,6
108年6月,北投區,不明,不明,40-未滿65歲,1,其他家虐,4
108年6月,北投區,不明,不明,40-未滿65歲,1,非保護性案件,1
108年6月,北投區,不明,不明,40-未滿65歲,1,婚姻暴力,6
108年6月,北投區,不明,不明,65歲以上,2,老人虐待,4
108年6月,北投區,不明,不明,65歲以上,2,婚姻暴力,1
108年6月,北投區,不明,不明,65歲以上,1,老人虐待,3
108年6月,北投區,不明,不明,65歲以上,1,其他家虐,1
108年6月,北投區,不明,不明,65歲以上,1,婚姻暴力,1
108年6月,北投區,不明,不明,6-未滿12歲,1,非保護性案件,2
108年6月,北投區,不明,不明,未滿6歲,1,兒少保護,1
108年6月,北投區,不明,不明,未滿6歲,1,非保護性案件,1
108年6月,北投區,中心里,63000120027,20-未滿40歲,2,婚姻暴力,2
108年6月,北投區,中央里,63000040033,20-未滿40歲,2,婚姻暴力,1
108年6月,北投區,中庸里,63000120028,20-未滿40歲,2,其他家虐,1
108年6月,北投區,中庸里,63000120028,40-未滿65歲,2,不明,1
108年6月,北投區,中庸里,63000120028,6-未滿12歲,2,非保護性案件,1
108年6月,北投區,文化里,63000120033,65歲以上,1,婚姻暴力,1
108年6月,北投區,永欣里,63000120010,40-未滿65歲,2,婚姻暴力,1
108年6月,北投區,石牌里,63000120003,20-未滿40歲,1,其他家虐,1
108年6月,北投區,石牌里,63000120003,40-未滿65歲,2,婚姻暴力,1
108年6月,北投區,立賢里,63000120016,65歲以上,1,老人虐待,1
108年6月,北投區,吉慶里,63000120014,20-未滿40歲,2,其他家虐,1
108年6月,北投區,奇岩里,63000120020,20-未滿40歲,2,其他家虐,2
108年6月,北投區,奇岩里,63000120020,40-未滿65歲,2,其他家虐,1
108年6月,北投區,奇岩里,63000120020,40-未滿65歲,2,婚姻暴力,2
108年6月,北投區,奇岩里,63000120020,40-未滿65歲,1,其他家虐,1
108年6月,北投區,奇岩里,63000120020,40-未滿65歲,1,婚姻暴力,1
108年6月,北投區,奇岩里,63000120020,65歲以上,2,婚姻暴力,1
108年6月,北投區,長安里,63000120023,18-未滿20歲,1,其他家虐,1
108年6月,北投區,長安里,63000120023,20-未滿40歲,2,其他家虐,1
108年6月,北投區,長安里,63000120023,20-未滿40歲,1,其他家虐,3
108年6月,北投區,長安里,63000120023,40-未滿65歲,2,其他家虐,1
108年6月,北投區,長安里,63000120023,40-未滿65歲,1,其他家虐,2
108年6月,北投區,建民里,63000120001,40-未滿65歲,2,其他家虐,1
108年6月,北投區,泉源里,63000120039,40-未滿65歲,1,其他家虐,1
108年6月,北投區,振華里,63000120008,20-未滿40歲,2,其他家虐,1
108年6月,北投區,振華里,63000120008,40-未滿65歲,2,其他家虐,1
108年6月,北投區,振華里,63000120008,40-未滿65歲,2,婚姻暴力,1
108年6月,北投區,桃源里,63000120036,20-未滿40歲,2,婚姻暴力,1
108年6月,北投區,桃源里,63000120036,6-未滿12歲,2,非保護性案件,2
108年6月,北投區,清江里,63000120021,20-未滿40歲,2,非保護性案件,1
108年6月,北投區,清江里,63000120021,20-未滿40歲,2,婚姻暴力,1
108年6月,北投區,清江里,63000120021,40-未滿65歲,2,其他家虐,1
108年6月,北投區,清江里,63000120021,65歲以上,2,老人虐待,1
108年6月,北投區,尊賢里,63000120015,6-未滿12歲,2,非保護性案件,1
108年6月,北投區,智仁里,63000120031,20-未滿40歲,2,婚姻暴力,1
108年6月,北投區,智仁里,63000120031,40-未滿65歲,2,其他家虐,1
108年6月,北投區,智仁里,63000120031,40-未滿65歲,2,婚姻暴力,1
108年6月,北投區,智仁里,63000120031,40-未滿65歲,1,其他家虐,1
108年6月,北投區,湖山里,63000120040,65歲以上,1,婚姻暴力,1
108年6月,北投區,開明里,63000120029,20-未滿40歲,2,其他家虐,1
108年6月,北投區,裕民里,63000120007,40-未滿65歲,2,婚姻暴力,1
108年6月,北投區,榮光里,63000120005,20-未滿40歲,2,其他家虐,1
108年6月,北投區,福興里,63000120004,40-未滿65歲,2,其他家虐,1
108年6月,北投區,豐年里,63000120034,20-未滿40歲,1,其他家虐,1
108年6月,北投區,豐年里,63000120034,65歲以上,1,老人虐待,1
108年6月,北投區,關渡里,63000120038,40-未滿65歲,2,其他家虐,1
108年6月,松山區,三民里,63000010004,20-未滿40歲,1,其他家虐,1
108年6月,松山區,三民里,63000010004,40-未滿65歲,2,其他家虐,1
108年6月,松山區,三民里,63000010004,40-未滿65歲,1,婚姻暴力,1
108年6月,松山區,不明,不明,12-未滿18歲,2,其他家虐,1
108年6月,松山區,不明,不明,12-未滿18歲,1,非保護性案件,1
108年6月,松山區,不明,不明,20-未滿40歲,2,其他家虐,1
108年6月,松山區,不明,不明,20-未滿40歲,2,婚姻暴力,2
108年6月,松山區,不明,不明,20-未滿40歲,1,其他家虐,1
108年6月,松山區,不明,不明,40-未滿65歲,2,其他家虐,2
108年6月,松山區,不明,不明,40-未滿65歲,2,婚姻暴力,5
108年6月,松山區,不明,不明,40-未滿65歲,1,其他家虐,2
108年6月,松山區,不明,不明,40-未滿65歲,1,婚姻暴力,2
108年6月,松山區,不明,不明,65歲以上,2,老人虐待,1
108年6月,松山區,不明,不明,65歲以上,1,老人虐待,1
108年6月,松山區,不明,不明,65歲以上,1,其他家虐,1
108年6月,松山區,不明,不明,65歲以上,1,非保護性案件,1
108年6月,松山區,不明,不明,65歲以上,1,婚姻暴力,1
108年6月,松山區,不明,不明,6-未滿12歲,2,非保護性案件,1
108年6月,松山區,不明,不明,未滿6歲,2,非保護性案件,2
108年6月,松山區,民有里,63000010016,20-未滿40歲,2,婚姻暴力,1
108年6月,松山區,安平里,63000010019,20-未滿40歲,2,其他家虐,1
108年6月,松山區,自強里,63000010021,20-未滿40歲,1,其他家虐,1
108年6月,松山區,東勢里,63000010014,40-未滿65歲,2,其他家虐,1
108年6月,松山區,慈祐里,63000010018,12-未滿18歲,2,其他家虐,1
108年6月,松山區,新益里,63000010005,20-未滿40歲,2,其他家虐,1
108年6月,松山區,新聚里,63000010024,40-未滿65歲,2,其他家虐,1
108年6月,松山區,龍田里,63000010012,20-未滿40歲,2,其他家虐,1
108年6月,松山區,鵬程里,63000010020,20-未滿40歲,2,其他家虐,1
108年6月,信義區,三犁里,63000020031,12-未滿18歲,2,非保護性案件,1
108年6月,信義區,三犁里,63000020031,20-未滿40歲,1,其他家虐,1
108年6月,信義區,三犁里,63000020031,40-未滿65歲,1,其他家虐,1
108年6月,信義區,大仁里,63000020027,20-未滿40歲,2,其他家虐,1
108年6月,信義區,不明,不明,12-未滿18歲,2,兒少保護,1
108年6月,信義區,不明,不明,12-未滿18歲,2,其他家虐,1
108年6月,信義區,不明,不明,12-未滿18歲,1,兒少保護,1
108年6月,信義區,不明,不明,18-未滿20歲,1,其他家虐,1
108年6月,信義區,不明,不明,20-未滿40歲,2,不明,1
108年6月,信義區,不明,不明,20-未滿40歲,2,其他家虐,5
108年6月,信義區,不明,不明,20-未滿40歲,2,非保護性案件,1
108年6月,信義區,不明,不明,20-未滿40歲,2,婚姻暴力,4
108年6月,信義區,不明,不明,20-未滿40歲,1,其他家虐,4
108年6月,信義區,不明,不明,20-未滿40歲,1,非保護性案件,1
108年6月,信義區,不明,不明,20-未滿40歲,1,婚姻暴力,1
108年6月,信義區,不明,不明,40-未滿65歲,2,不明,1
108年6月,信義區,不明,不明,40-未滿65歲,2,其他家虐,5
108年6月,信義區,不明,不明,40-未滿65歲,2,婚姻暴力,8
108年6月,信義區,不明,不明,40-未滿65歲,1,老人虐待,1
108年6月,信義區,不明,不明,40-未滿65歲,1,其他家虐,2
108年6月,信義區,不明,不明,65歲以上,2,不明,1
108年6月,信義區,不明,不明,65歲以上,2,老人虐待,2
108年6月,信義區,不明,不明,65歲以上,2,其他家虐,1
108年6月,信義區,不明,不明,65歲以上,2,婚姻暴力,1
108年6月,信義區,不明,不明,65歲以上,1,老人虐待,1
108年6月,信義區,不明,不明,6-未滿12歲,1,兒少保護,3
108年6月,信義區,不明,不明,未滿6歲,2,非保護性案件,2
108年6月,信義區,不明,不明,未滿6歲,1,非保護性案件,6
108年6月,信義區,中行里,63000020025,40-未滿65歲,2,其他家虐,2
108年6月,信義區,中坡里,63000020024,40-未滿65歲,2,其他家虐,1
108年6月,信義區,中興里,63000020004,40-未滿65歲,2,其他家虐,1
108年6月,信義區,六合里,63000020032,40-未滿65歲,2,其他家虐,1
108年6月,信義區,六藝里,63000020010,20-未滿40歲,2,其他家虐,1
108年6月,信義區,六藝里,63000020010,20-未滿40歲,2,婚姻暴力,1
108年6月,信義區,正和里,63000020002,40-未滿65歲,2,其他家虐,1
108年6月,信義區,安康里,63000020009,20-未滿40歲,2,非保護性案件,1
108年6月,信義區,松光里,63000020023,40-未滿65歲,2,其他家虐,1
108年6月,信義區,泰和里,63000020033,40-未滿65歲,2,其他家虐,1
108年6月,信義區,國業里,63000020020,6-未滿12歲,1,非保護性案件,1
108年6月,信義區,國業里,63000020020,未滿6歲,2,兒少保護,1
108年6月,信義區,國業里,63000020020,未滿6歲,1,兒少保護,1
108年6月,信義區,惠安里,63000020029,18-未滿20歲,2,其他家虐,1
108年6月,信義區,惠安里,63000020029,65歲以上,2,老人虐待,1
108年6月,信義區,惠安里,63000020029,65歲以上,2,非保護性案件,1
108年6月,信義區,景勤里,63000020035,40-未滿65歲,1,其他家虐,2
108年6月,信義區,黎安里,63000020041,20-未滿40歲,2,其他家虐,1
108年6月,信義區,黎安里,63000020041,20-未滿40歲,1,其他家虐,1
108年6月,信義區,黎安里,63000020041,40-未滿65歲,2,其他家虐,1
108年6月,信義區,黎忠里,63000020040,40-未滿65歲,1,其他家虐,2
108年6月,信義區,興隆里,63000020003,20-未滿40歲,2,婚姻暴力,1
108年6月,信義區,興雅里,63000020006,12-未滿18歲,1,非保護性案件,1
108年6月,信義區,興雅里,63000020006,40-未滿65歲,1,其他家虐,1
108年6月,信義區,興雅里,63000020006,65歲以上,1,老人虐待,1
108年6月,南港區,不明,不明,12-未滿18歲,2,不明,1
108年6月,南港區,不明,不明,12-未滿18歲,2,非保護性案件,1
108年6月,南港區,不明,不明,12-未滿18歲,1,兒少保護,1
108年6月,南港區,不明,不明,18-未滿20歲,1,其他家虐,2
108年6月,南港區,不明,不明,20-未滿40歲,2,其他家虐,3
108年6月,南港區,不明,不明,20-未滿40歲,2,非保護性案件,1
108年6月,南港區,不明,不明,20-未滿40歲,2,婚姻暴力,4
108年6月,南港區,不明,不明,20-未滿40歲,1,其他家虐,4
108年6月,南港區,不明,不明,20-未滿40歲,1,非保護性案件,1
108年6月,南港區,不明,不明,20-未滿40歲,1,婚姻暴力,1
108年6月,南港區,不明,不明,40-未滿65歲,2,其他家虐,2
108年6月,南港區,不明,不明,40-未滿65歲,2,婚姻暴力,4
108年6月,南港區,不明,不明,40-未滿65歲,1,不明,1
108年6月,南港區,不明,不明,40-未滿65歲,1,其他家虐,2
108年6月,南港區,不明,不明,40-未滿65歲,1,非保護性案件,1
108年6月,南港區,不明,不明,40-未滿65歲,1,婚姻暴力,2
108年6月,南港區,不明,不明,65歲以上,2,老人虐待,3
108年6月,南港區,不明,不明,65歲以上,2,婚姻暴力,2
108年6月,南港區,不明,不明,65歲以上,1,老人虐待,1
108年6月,南港區,不明,不明,65歲以上,1,非保護性案件,2
108年6月,南港區,不明,不明,6-未滿12歲,2,其他家虐,1
108年6月,南港區,不明,不明,6-未滿12歲,2,非保護性案件,1
108年6月,南港區,不明,不明,6-未滿12歲,1,兒少保護,1
108年6月,南港區,不明,不明,未滿6歲,1,兒少保護,1
108年6月,南港區,中研里,63000090017,20-未滿40歲,1,其他家虐,1
108年6月,南港區,中研里,63000090017,40-未滿65歲,2,婚姻暴力,1
108年6月,南港區,仁福里,63000090019,20-未滿40歲,2,不明,1
108年6月,南港區,仁福里,63000090019,20-未滿40歲,2,婚姻暴力,1
108年6月,南港區,仁福里,63000090019,40-未滿65歲,1,其他家虐,1
108年6月,南港區,合成里,63000090010,40-未滿65歲,2,其他家虐,1
108年6月,南港區,合成里,63000090010,65歲以上,2,老人虐待,1
108年6月,南港區,成福里,63000090011,20-未滿40歲,1,其他家虐,2
108年6月,南港區,成福里,63000090011,40-未滿65歲,2,婚姻暴力,1
108年6月,南港區,成福里,63000090011,65歲以上,2,老人虐待,1
108年6月,南港區,成福里,63000090011,65歲以上,1,老人虐待,1
108年6月,南港區,西新里,63000090008,40-未滿65歲,2,婚姻暴力,1
108年6月,南港區,南港里,63000090001,6-未滿12歲,1,其他家虐,1
108年6月,南港區,重陽里,63000090020,12-未滿18歲,1,其他家虐,1
108年6月,南港區,新光里,63000090006,65歲以上,2,非保護性案件,1
108年6月,南港區,新光里,63000090006,65歲以上,2,婚姻暴力,1
108年6月,南港區,鴻福里,63000090013,40-未滿65歲,2,其他家虐,1
108年6月,南港區,鴻福里,63000090013,40-未滿65歲,1,婚姻暴力,1
108年6月,南港區,鴻福里,63000090013,65歲以上,2,老人虐待,1
108年6月,南港區,舊莊里,63000090016,20-未滿40歲,2,其他家虐,1
108年6月,南港區,舊莊里,63000090016,20-未滿40歲,2,婚姻暴力,1
108年6月,萬華區,不明,不明,12-未滿18歲,2,兒少保護,1
108年6月,萬華區,不明,不明,12-未滿18歲,2,其他家虐,1
108年6月,萬華區,不明,不明,12-未滿18歲,1,非保護性案件,1
108年6月,萬華區,不明,不明,18-未滿20歲,1,其他家虐,1
108年6月,萬華區,不明,不明,20-未滿40歲,2,其他家虐,3
108年6月,萬華區,不明,不明,20-未滿40歲,1,其他家虐,1
108年6月,萬華區,不明,不明,20-未滿40歲,1,非保護性案件,1
108年6月,萬華區,不明,不明,20-未滿40歲,1,婚姻暴力,1
108年6月,萬華區,不明,不明,40-未滿65歲,2,其他家虐,3
108年6月,萬華區,不明,不明,40-未滿65歲,2,婚姻暴力,3
108年6月,萬華區,不明,不明,40-未滿65歲,1,其他家虐,4
108年6月,萬華區,不明,不明,40-未滿65歲,1,婚姻暴力,1
108年6月,萬華區,不明,不明,65歲以上,2,老人虐待,2
108年6月,萬華區,不明,不明,65歲以上,1,婚姻暴力,2
108年6月,萬華區,不明,不明,6-未滿12歲,2,不明,1
108年6月,萬華區,不明,不明,6-未滿12歲,2,非保護性案件,4
108年6月,萬華區,不明,不明,6-未滿12歲,1,兒少保護,1
108年6月,萬華區,不明,不明,6-未滿12歲,1,非保護性案件,2
108年6月,萬華區,不明,不明,未滿6歲,2,兒少保護,1
108年6月,萬華區,不明,不明,未滿6歲,2,非保護性案件,1
108年6月,萬華區,日祥里,63000070033,20-未滿40歲,2,其他家虐,1
108年6月,萬華區,日祥里,63000070033,40-未滿65歲,1,其他家虐,1
108年6月,萬華區,日祥里,63000070033,65歲以上,2,婚姻暴力,1
108年6月,萬華區,日善里,63000070020,40-未滿65歲,1,其他家虐,1
108年6月,萬華區,日善里,63000070020,65歲以上,2,婚姻暴力,1
108年6月,萬華區,日善里,63000070020,65歲以上,1,老人虐待,1
108年6月,萬華區,和德里,63000070024,6-未滿12歲,1,兒少保護,1
108年6月,萬華區,忠貞里,63000070034,20-未滿40歲,2,其他家虐,1
108年6月,萬華區,忠貞里,63000070034,20-未滿40歲,1,其他家虐,2
108年6月,萬華區,忠貞里,63000070034,40-未滿65歲,2,其他家虐,2
108年6月,萬華區,忠貞里,63000070034,65歲以上,2,老人虐待,1
108年6月,萬華區,忠德里,63000070022,12-未滿18歲,2,其他家虐,1
108年6月,萬華區,保德里,63000070027,40-未滿65歲,2,其他家虐,1
108年6月,萬華區,保德里,63000070027,40-未滿65歲,2,婚姻暴力,1
108年6月,萬華區,凌霄里,63000070035,18-未滿20歲,1,其他家虐,1
108年6月,萬華區,凌霄里,63000070035,65歲以上,2,婚姻暴力,1
108年6月,萬華區,頂碩里,63000070011,40-未滿65歲,2,其他家虐,1
108年6月,萬華區,頂碩里,63000070011,6-未滿12歲,2,兒少保護,1
108年6月,萬華區,華江里,63000070018,40-未滿65歲,2,婚姻暴力,1
108年6月,萬華區,菜園里,63000070005,40-未滿65歲,2,非保護性案件,1
108年6月,萬華區,萬壽里,63000070002,40-未滿65歲,2,非保護性案件,1
108年6月,萬華區,壽德里,63000070030,40-未滿65歲,2,其他家虐,1
108年6月,萬華區,壽德里,63000070030,40-未滿65歲,1,婚姻暴力,1
108年6月,萬華區,福音里,63000070008,20-未滿40歲,2,其他家虐,1
108年6月,萬華區,福音里,63000070008,40-未滿65歲,2,其他家虐,1
108年6月,萬華區,綠堤里,63000070017,40-未滿65歲,2,其他家虐,1
108年6月,萬華區,綠堤里,63000070017,40-未滿65歲,1,其他家虐,2
108年6月,萬華區,綠堤里,63000070017,65歲以上,1,婚姻暴力,1
108年6月,萬華區,興德里,63000070031,40-未滿65歲,2,其他家虐,1
108年6月,萬華區,錦德里,63000070025,12-未滿18歲,2,非保護性案件,1
108年6月,萬華區,雙園里,63000070012,65歲以上,1,老人虐待,1
108年6月,萬華區,騰雲里,63000070036,6-未滿12歲,2,兒少保護,1
108年7月,士林區,三玉里,63000110033,20-未滿40歲,1,婚姻暴力,1
108年7月,士林區,三玉里,63000110033,40-未滿65歲,2,其他家虐,1
108年7月,士林區,三玉里,63000110033,40-未滿65歲,2,婚姻暴力,1
108年7月,士林區,不明,不明,12-未滿18歲,2,其他家虐,2
108年7月,士林區,不明,不明,12-未滿18歲,2,非保護性案件,2
108年7月,士林區,不明,不明,12-未滿18歲,1,兒少保護,1
108年7月,士林區,不明,不明,12-未滿18歲,1,非保護性案件,2
108年7月,士林區,不明,不明,18-未滿20歲,2,其他家虐,1
108年7月,士林區,不明,不明,20-未滿40歲,2,不明,2
108年7月,士林區,不明,不明,20-未滿40歲,2,其他家虐,12
108年7月,士林區,不明,不明,20-未滿40歲,2,非保護性案件,3
108年7月,士林區,不明,不明,20-未滿40歲,2,婚姻暴力,9
108年7月,士林區,不明,不明,20-未滿40歲,1,其他家虐,3
108年7月,士林區,不明,不明,20-未滿40歲,1,非保護性案件,1
108年7月,士林區,不明,不明,40-未滿65歲,2,其他家虐,7
108年7月,士林區,不明,不明,40-未滿65歲,2,非保護性案件,2
108年7月,士林區,不明,不明,40-未滿65歲,2,婚姻暴力,9
108年7月,士林區,不明,不明,40-未滿65歲,1,不明,1
108年7月,士林區,不明,不明,40-未滿65歲,1,其他家虐,4
108年7月,士林區,不明,不明,40-未滿65歲,1,非保護性案件,1
108年7月,士林區,不明,不明,40-未滿65歲,1,婚姻暴力,2
108年7月,士林區,不明,不明,65歲以上,2,老人虐待,3
108年7月,士林區,不明,不明,65歲以上,2,婚姻暴力,3
108年7月,士林區,不明,不明,65歲以上,1,老人虐待,5
108年7月,士林區,不明,不明,65歲以上,1,其他家虐,1
108年7月,士林區,不明,不明,65歲以上,1,婚姻暴力,1
108年7月,士林區,不明,不明,6-未滿12歲,2,非保護性案件,1
108年7月,士林區,不明,不明,6-未滿12歲,1,兒少保護,2
108年7月,士林區,不明,不明,6-未滿12歲,1,非保護性案件,6
108年7月,士林區,不明,不明,未滿6歲,2,非保護性案件,1
108年7月,士林區,不明,不明,未滿6歲,1,兒少保護,1
108年7月,士林區,仁勇里,63000110001,20-未滿40歲,2,其他家虐,1
108年7月,士林區,天母里,63000110042,6-未滿12歲,1,非保護性案件,1
108年7月,士林區,天玉里,63000110041,20-未滿40歲,2,不明,1
108年7月,士林區,天玉里,63000110041,20-未滿40歲,2,婚姻暴力,1
108年7月,士林區,天玉里,63000110041,20-未滿40歲,1,婚姻暴力,1
108年7月,士林區,天玉里,63000110041,40-未滿65歲,2,婚姻暴力,1
108年7月,士林區,天玉里,63000110041,40-未滿65歲,1,婚姻暴力,1
108年7月,士林區,天和里,63000110039,20-未滿40歲,1,婚姻暴力,1
108年7月,士林區,天和里,63000110039,40-未滿65歲,2,婚姻暴力,1
108年7月,士林區,永倫里,63000110022,20-未滿40歲,2,其他家虐,1
108年7月,士林區,永倫里,63000110022,40-未滿65歲,2,婚姻暴力,1
108年7月,士林區,永倫里,63000110022,65歲以上,2,老人虐待,2
108年7月,士林區,忠誠里,63000110030,40-未滿65歲,2,其他家虐,1
108年7月,士林區,忠誠里,63000110030,65歲以上,2,老人虐待,2
108年7月,士林區,忠誠里,63000110030,65歲以上,1,老人虐待,1
108年7月,士林區,社子里,63000110019,40-未滿65歲,2,老人虐待,1
108年7月,士林區,社子里,63000110019,65歲以上,2,婚姻暴力,1
108年7月,士林區,芝山里,63000110031,40-未滿65歲,2,婚姻暴力,1
108年7月,士林區,後港里,63000110008,12-未滿18歲,2,其他家虐,1
108年7月,士林區,後港里,63000110008,20-未滿40歲,2,婚姻暴力,1
108年7月,士林區,後港里,63000110008,65歲以上,2,婚姻暴力,1
108年7月,士林區,富光里,63000110016,20-未滿40歲,2,婚姻暴力,1
108年7月,士林區,富洲里,63000110024,20-未滿40歲,2,婚姻暴力,1
108年7月,士林區,富洲里,63000110024,40-未滿65歲,1,婚姻暴力,1
108年7月,士林區,陽明里,63000110046,18-未滿20歲,2,其他家虐,1
108年7月,士林區,陽明里,63000110046,20-未滿40歲,2,其他家虐,1
108年7月,士林區,陽明里,63000110046,40-未滿65歲,2,其他家虐,1
108年7月,士林區,新安里,63000070021,40-未滿65歲,2,非保護性案件,1
108年7月,士林區,義信里,63000110002,20-未滿40歲,1,其他家虐,2
108年7月,士林區,義信里,63000110002,40-未滿65歲,2,其他家虐,1
108年7月,士林區,義信里,63000110002,40-未滿65歲,1,其他家虐,2
108年7月,士林區,聖山里,63000110029,65歲以上,2,老人虐待,1
108年7月,士林區,葫東里,63000110018,40-未滿65歲,2,其他家虐,1
108年7月,士林區,葫東里,63000110018,65歲以上,2,老人虐待,1
108年7月,士林區,葫蘆里,63000110017,20-未滿40歲,2,非保護性案件,1
108年7月,士林區,葫蘆里,63000110017,40-未滿65歲,1,其他家虐,2
108年7月,士林區,葫蘆里,63000110017,6-未滿12歲,1,非保護性案件,1
108年7月,士林區,福中里,63000110009,12-未滿18歲,2,其他家虐,1
108年7月,士林區,福中里,63000110009,20-未滿40歲,2,婚姻暴力,1
108年7月,士林區,福中里,63000110009,40-未滿65歲,2,婚姻暴力,2
108年7月,士林區,福中里,63000110009,40-未滿65歲,1,其他家虐,2
108年7月,士林區,福中里,63000110009,65歲以上,2,其他家虐,1
108年7月,士林區,福安里,63000110023,65歲以上,2,老人虐待,1
108年7月,士林區,福安里,63000110023,65歲以上,1,老人虐待,1
108年7月,士林區,福志里,63000110005,20-未滿40歲,2,不明,1
108年7月,士林區,福佳里,63000110007,40-未滿65歲,1,其他家虐,1
108年7月,士林區,福佳里,63000110007,40-未滿65歲,1,婚姻暴力,1
108年7月,士林區,福華里,63000110013,20-未滿40歲,1,其他家虐,2
108年7月,士林區,福華里,63000110013,40-未滿65歲,2,婚姻暴力,1
108年7月,士林區,福華里,63000110013,65歲以上,2,老人虐待,2
108年7月,士林區,福順里,63000110015,20-未滿40歲,2,其他家虐,1
108年7月,士林區,福順里,63000110015,20-未滿40歲,2,婚姻暴力,1
108年7月,士林區,福順里,63000110015,40-未滿65歲,2,其他家虐,1
108年7月,士林區,德行里,63000110027,20-未滿40歲,2,非保護性案件,1
108年7月,士林區,德華里,63000110028,20-未滿40歲,2,婚姻暴力,1
108年7月,士林區,德華里,63000110028,40-未滿65歲,2,其他家虐,1
108年7月,士林區,臨溪里,63000110051,20-未滿40歲,2,婚姻暴力,1
108年7月,士林區,臨溪里,63000110051,65歲以上,1,婚姻暴力,1
108年7月,士林區,舊佳里,63000110006,40-未滿65歲,2,婚姻暴力,1
108年7月,士林區,舊佳里,63000110006,65歲以上,2,非保護性案件,1
108年7月,士林區,蘭雅里,63000110034,20-未滿40歲,1,婚姻暴力,1
108年7月,大同區,不明,不明,12-未滿18歲, ,其他家虐,1
108年7月,大同區,不明,不明,18-未滿20歲,2,不明,1
108年7月,大同區,不明,不明,20-未滿40歲,2,其他家虐,4
108年7月,大同區,不明,不明,20-未滿40歲,2,非保護性案件,1
108年7月,大同區,不明,不明,20-未滿40歲,2,婚姻暴力,7
108年7月,大同區,不明,不明,20-未滿40歲,1,非保護性案件,1
108年7月,大同區,不明,不明,20-未滿40歲,1,婚姻暴力,3
108年7月,大同區,不明,不明,40-未滿65歲,2,其他家虐,5
